year,code,name,ASAL,cum_90_MarMay,cum_95_MarMay,cum_99_MarMay,days_90_MarMay,days_95_MarMay,days_99_MarMay,cum_90_MarAug,cum_95_MarAug,cum_99_MarAug,days_90_MarAug,days_95_MarAug,days_99_MarAug,cum_90_OctDec,cum_95_OctDec,cum_99_OctDec,days_90_OctDec,days_95_OctDec,days_99_OctDec
2015,51344,-999,1,664.9,515.9,209.2,8.2,4.8,1,664.9,515.9,209.2,8.2,4.8,1,470.6,395.3,303.7,4.6,2.8,1.8
2016,51344,-999,1,0,0,0,0,0,0,375.8,154.1,0,7.1,2.1,0,0,0,0,0,0,0
2017,51344,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,51345,-999,1,60.8,46.8,17.9,1.6,1,0.3,61.6,46.8,17.9,1.7,1,0.3,39.6,16,0,1.4,0.5,0
1982,51345,-999,1,59.8,24.5,0.7,2.1,0.7,0,61.1,24.9,0.7,2.2,0.7,0,201.3,122.7,34.2,5.8,2.7,0.5
1983,51345,-999,1,37.4,15.5,0,1.3,0.5,0,43.2,18.8,0,1.5,0.5,0,69.1,30.7,2,2.3,0.8,0
1984,51345,-999,1,34.2,10.5,0,1.3,0.3,0,38.6,11.5,0,1.4,0.3,0,123.8,93.7,34.9,3.2,2,0.6
1985,51345,-999,1,65.1,23.5,2.2,2.2,0.6,0,65.5,23.5,2.2,2.2,0.6,0,115.6,72.2,2.4,3.6,1.9,0
1986,51345,-999,1,97.1,63.9,31.4,2.6,1.3,0.4,97.7,63.9,31.4,2.7,1.3,0.4,166.3,107.5,62.7,4.3,2,0.9
1987,51345,-999,1,103.5,70.5,9,2.9,1.7,0.1,106.8,70.5,9,3.1,1.7,0.1,26.9,17.1,2,0.8,0.4,0
1988,51345,-999,1,104.7,64.1,6.1,3.2,1.7,0.1,108.3,66,6.1,3.3,1.7,0.1,83.2,41.5,2.2,2.7,1.1,0
1989,51345,-999,1,138,64.9,2.5,4.5,1.8,0,139.2,64.9,2.5,4.6,1.8,0,94.2,60.7,19.3,2.6,1.3,0.2
1990,51345,-999,1,155.8,74.5,15.3,5,1.8,0.2,155.8,74.5,15.3,5,1.8,0.2,139.5,98.7,20.7,3.9,2.2,0.3
1991,51345,-999,1,97.4,57.5,14.7,2.9,1.3,0.2,104.4,60.9,14.7,3.1,1.4,0.2,87.7,34.3,3.9,2.9,0.9,0.1
1992,51345,-999,1,152.7,104.6,44.6,4.1,2.2,0.7,156.1,104.9,44.6,4.2,2.2,0.7,187.1,147.5,27.4,4.9,3.4,0.5
1993,51345,-999,1,12.2,0.5,0,0.5,0,0,13,0.5,0,0.5,0,0,101,71.8,13.1,2.8,1.7,0.2
1994,51345,-999,1,65.7,33.7,0,2.1,0.9,0,65.7,33.7,0,2.1,0.9,0,259.8,191.7,68.7,6.9,4.2,1
1995,51345,-999,1,100.7,69.6,26.8,2.6,1.5,0.4,102.1,69.6,26.8,2.7,1.5,0.4,153.2,137.6,73.7,3.2,2.6,1.1
1996,51345,-999,1,114.9,76.1,12.6,3.2,1.7,0.2,114.9,76.1,12.6,3.2,1.7,0.2,75,63.6,41.9,1.6,1.1,0.6
1997,51345,-999,1,147.6,94.5,33.1,4.1,2.1,0.4,150.5,97,33.1,4.2,2.1,0.4,367,254.9,123.6,9.6,5.1,1.7
1998,51345,-999,1,110.3,55.7,3.1,3.5,1.4,0,112.7,56.9,3.1,3.6,1.5,0,52.3,34.4,15.5,1.4,0.7,0.3
1999,51345,-999,1,83.7,37.7,0,2.8,1,0,83.9,37.7,0,2.8,1,0,118.3,90,23.3,3.1,2.1,0.4
2000,51345,-999,1,42.5,12,0,1.5,0.3,0,42.5,12,0,1.5,0.3,0,172.6,91.2,16.9,5.5,2.3,0.2
2001,51345,-999,1,61.2,27.8,0,2,0.8,0,61.2,27.8,0,2,0.8,0,76.8,59.7,32.3,1.8,1.2,0.4
2002,51345,-999,1,92.8,47.3,7.2,2.9,1.1,0.1,94.3,48,7.2,3,1.2,0.1,251.9,178.8,72.9,6.5,3.8,1
2003,51345,-999,1,69,48,18.9,1.8,1,0.3,71,49.4,18.9,1.9,1,0.3,51.5,31.9,1.4,1.6,0.9,0
2004,51345,-999,1,79.7,44.4,0,2.5,1.2,0,80.5,44.7,0,2.5,1.2,0,89.3,48.4,4.8,2.8,1.2,0.1
2005,51345,-999,1,66.6,49.9,9.2,1.8,1.1,0.2,66.8,49.9,9.2,1.8,1.1,0.2,17,12.3,1.2,0.5,0.3,0
2006,51345,-999,1,126.8,78,20,3.6,1.8,0.3,126.8,78,20,3.6,1.8,0.3,280.3,176.8,63.9,7.8,3.8,1
2007,51345,-999,1,40.8,19.8,2.7,1.3,0.5,0,41.5,20.4,2.7,1.3,0.5,0,67.5,39.2,3.1,2.1,0.9,0
2008,51345,-999,1,195,109.3,28.6,5.9,2.6,0.4,195,109.3,28.6,5.9,2.6,0.4,57.2,24.3,1.8,1.9,0.6,0
2009,51345,-999,1,66.5,39.7,2.2,2,1,0,66.5,39.7,2.2,2,1,0,178.6,102.7,42.2,5,2.1,0.5
2010,51345,-999,1,100.9,53.3,6.4,3.1,1.3,0.1,103.3,55.7,6.4,3.2,1.3,0.1,68.3,33.2,10.4,2.2,0.8,0.2
2011,51345,-999,1,28,15.4,2.7,0.8,0.3,0,28,15.4,2.7,0.8,0.3,0,176.1,121.6,38.1,4.7,2.6,0.5
2012,51345,-999,1,49.7,23.4,3.4,1.6,0.5,0.1,49.7,23.4,3.4,1.6,0.5,0.1,153.2,110.6,48.6,3.8,2.2,0.6
2013,51345,-999,1,124.3,80.5,23.6,3.4,1.8,0.4,124.3,80.5,23.6,3.4,1.8,0.4,129,71.4,3.7,4.1,1.9,0.1
2014,51345,-999,1,104.1,48.1,8.2,3.3,1.1,0.1,104.1,48.1,8.2,3.3,1.1,0.1,217.9,201.5,153.6,3.5,2.9,1.8
2015,51345,-999,1,143.8,108.8,64.3,3.3,1.9,0.8,143.8,108.8,64.3,3.3,1.9,0.8,259.4,218.2,77.1,6.1,4.6,1.2
2016,51345,-999,1,49.1,32.2,0,1.6,0.9,0,202.8,143.4,16.1,5.6,3.2,0.3,0,0,0,0,0,0
2017,51345,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,39.7,30.1,9.6,1.1,0.7,0.2
1981,51346,-999,1,81.4,36.5,7.6,2.9,1,0.1,82.7,36.5,7.6,2.9,1,0.1,13.7,0.3,0,0.6,0,0
1982,51346,-999,1,49.9,17.5,1.2,1.7,0.4,0,60.5,22.3,1.2,2.1,0.6,0,143.4,70.2,2.6,4.9,2,0
1983,51346,-999,1,28.9,18.6,4.7,0.7,0.3,0,37.8,21.1,4.7,1,0.4,0,34.1,11.3,0,1.3,0.3,0
1984,51346,-999,1,12.1,3.3,0,0.4,0.1,0,32.7,19.7,2.2,0.9,0.4,0,135.5,97.6,30.8,3.7,2.2,0.6
1985,51346,-999,1,53.1,28.4,4.4,1.7,0.7,0.1,58.9,30.5,4.4,1.9,0.8,0.1,27.6,11.8,2.1,0.9,0.3,0
1986,51346,-999,1,54.3,38.1,16.1,1.3,0.6,0.2,56.3,38.1,16.1,1.3,0.6,0.2,102.1,59,10.9,3.2,1.5,0.2
1987,51346,-999,1,63.6,37.2,14.4,1.7,0.7,0.1,77.5,42,16.1,2.1,0.8,0.2,27.8,14.2,1.4,0.9,0.4,0
1988,51346,-999,1,81.9,58.2,16.5,2.4,1.4,0.3,103.3,69.8,16.5,3,1.6,0.3,133.8,91.6,41.7,3.6,2,0.6
1989,51346,-999,1,49.7,19.8,3.2,1.7,0.5,0.1,49.9,19.8,3.2,1.7,0.5,0.1,104.1,56.8,6.5,3.4,1.5,0.1
1990,51346,-999,1,63,33,5.3,2.1,0.9,0.1,63.1,33,5.3,2.1,0.9,0.1,150.2,110.3,59.9,3.8,2.2,0.9
1991,51346,-999,1,103.2,56.6,17,3.1,1.3,0.2,124.5,72.8,18.6,3.7,1.6,0.2,76.8,39.6,1.7,2.5,1,0
1992,51346,-999,1,65.7,43.4,7.1,1.9,1.1,0.1,70,45.3,7.1,2.1,1.1,0.1,164.8,96.7,21.9,5.3,2.5,0.4
1993,51346,-999,1,9,3.8,0,0.3,0.1,0,12.9,3.8,0,0.5,0.1,0,128.8,95.9,30.8,3.5,2.2,0.5
1994,51346,-999,1,57.8,43.1,20,1.4,0.8,0.3,59.9,43.5,20,1.5,0.8,0.3,258.6,194,83.3,6.6,4.2,1.3
1995,51346,-999,1,59.7,31.5,9.4,1.7,0.6,0.1,65.4,36.6,9.4,1.8,0.7,0.1,142.4,106.9,51,3.7,2.3,0.8
1996,51346,-999,1,53.1,27.9,10,1.6,0.6,0.1,53.1,27.9,10,1.6,0.6,0.1,91.7,62.5,14.5,2.6,1.5,0.2
1997,51346,-999,1,105.8,68.2,15,3.2,1.7,0.2,122.1,82.2,20.4,3.5,1.9,0.3,376.8,237.1,48.7,11.1,5.6,0.8
1998,51346,-999,1,36.1,23,1.1,1,0.5,0,55,35.7,2.2,1.5,0.8,0,56.4,44.1,25.9,1.4,0.9,0.4
1999,51346,-999,1,31.7,15.2,6.3,0.9,0.3,0.1,33.1,15.9,6.3,1,0.3,0.1,109.5,67.6,17.9,3.3,1.6,0.3
2000,51346,-999,1,30.8,14.8,0.6,1,0.3,0,32.4,16.1,1.1,1,0.4,0,97.4,57.8,7,3.1,1.5,0.1
2001,51346,-999,1,17.1,7.1,2.2,0.5,0.1,0,17.1,7.1,2.2,0.5,0.1,0,171.9,150,79.4,3.8,2.9,1.2
2002,51346,-999,1,40.3,15.8,0.5,1.4,0.4,0,56.1,29.5,6.2,1.8,0.7,0.1,143.9,109,37.5,3.8,2.4,0.6
2003,51346,-999,1,67.3,44.6,23,1.8,0.8,0.3,71.7,48.6,25.2,1.9,0.9,0.3,86.4,57.8,16.2,2.5,1.3,0.3
2004,51346,-999,1,16.1,2.7,0,0.6,0.1,0,42.3,26.6,19.3,1.1,0.5,0.2,122.5,97.6,35.5,3.1,2.1,0.6
2005,51346,-999,1,54.1,36.6,13.8,1.4,0.7,0.2,66.5,41.2,13.8,1.8,0.9,0.2,43.6,32.8,8.9,1.2,0.8,0.2
2006,51346,-999,1,62.5,36.8,12.9,1.8,0.8,0.2,62.9,37,12.9,1.9,0.8,0.2,298.1,194.2,29.7,9.1,5,0.5
2007,51346,-999,1,62.6,41.8,16.8,1.6,0.8,0.2,68.4,43.3,16.8,1.8,0.9,0.2,80.8,66.2,42.6,1.8,1.3,0.6
2008,51346,-999,1,61.4,36.5,17.6,1.7,0.7,0.2,61.4,36.5,17.6,1.7,0.7,0.2,55.1,22.7,5.1,1.8,0.5,0.1
2009,51346,-999,1,15.7,9.9,5.3,0.4,0.2,0.1,27.6,20.1,6.5,0.6,0.4,0.1,143.2,106.5,56.3,3.4,2,0.7
2010,51346,-999,1,89.9,40.8,1.2,3,1,0,99.6,47.6,1.2,3.3,1.2,0,78.9,56.4,17.6,2.3,1.4,0.3
2011,51346,-999,1,7,0.8,0,0.3,0,0,7.5,0.8,0,0.3,0,0,103.7,50.7,10.7,3.3,1.2,0.2
2012,51346,-999,1,26.7,14.8,0.6,0.8,0.4,0,26.7,14.8,0.6,0.8,0.4,0,151.9,101,29.3,4.4,2.3,0.5
2013,51346,-999,1,66.5,26.4,2.1,2.2,0.6,0,66.5,26.4,2.1,2.2,0.6,0,72.6,44.6,7.1,2.3,1.2,0.1
2014,51346,-999,1,104.5,79.5,28.3,2.8,1.8,0.5,105.7,80.1,28.3,2.8,1.8,0.5,142.8,111.8,62.8,3.3,2,0.8
2015,51346,-999,1,71.1,38.1,7.3,2.2,0.9,0.1,71.6,38.1,7.3,2.2,0.9,0.1,200.5,132.8,26.8,6,3.3,0.4
2016,51346,-999,1,8.5,1.6,0,0.4,0.1,0,29.2,4.5,0,1.1,0.1,0,0,0,0,0,0,0
2017,51346,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,30.4,23.7,4.1,0.9,0.6,0.1
1981,51347,-999,1,98.9,25.4,0,2.5,0.5,0,98.9,25.4,0,2.5,0.5,0,0,0,0,0,0,0
1982,51347,-999,1,139.9,67.4,6.4,3,1.1,0.1,139.9,67.4,6.4,3,1.1,0.1,319.3,198.9,78,5.9,2.7,0.8
1983,51347,-999,1,213.4,122.2,7.5,4.3,2,0.1,213.4,122.2,7.5,4.3,2,0.1,56.2,24.3,0,1.1,0.4,0
1984,51347,-999,1,48.5,3.9,0,1.1,0.1,0,48.5,3.9,0,1.1,0.1,0,147.7,72.5,20.7,3,1.2,0.2
1985,51347,-999,1,207.5,70.2,13.4,4.5,1.1,0.1,207.5,70.2,13.4,4.5,1.1,0.1,92.1,73.6,0,1.6,1.1,0
1986,51347,-999,1,185.6,96.8,0,3.9,1.6,0,185.6,96.8,0,3.9,1.6,0,145.8,110.8,0,2.7,1.8,0
1987,51347,-999,1,228.4,153.4,0,4.5,2.6,0,228.4,153.4,0,4.5,2.6,0,155.8,115.2,15,2.7,1.7,0.2
1988,51347,-999,1,162.7,30.8,0,3.7,0.6,0,162.7,30.8,0,3.7,0.6,0,216.9,130.1,8,4.4,2.3,0.1
1989,51347,-999,1,154.4,66.8,0,3.5,1.3,0,154.4,66.8,0,3.5,1.3,0,173.5,104.4,26.4,3.3,1.6,0.3
1990,51347,-999,1,212.6,140.1,62.3,3.9,1.9,0.7,212.6,140.1,62.3,3.9,1.9,0.7,259.5,205.7,109,4,2.6,1.2
1991,51347,-999,1,181.6,125.5,48.9,3.2,1.8,0.5,185.9,125.5,48.9,3.3,1.8,0.5,122.8,98.3,41.8,1.9,1.3,0.4
1992,51347,-999,1,225.2,146.6,55.2,4.3,2.2,0.6,225.2,146.6,55.2,4.3,2.2,0.6,244.2,167.2,93.2,4,2.1,0.9
1993,51347,-999,1,56.8,9.9,0,1.4,0.2,0,56.8,9.9,0,1.4,0.2,0,68.9,38.5,15.6,1.4,0.6,0.1
1994,51347,-999,1,110.3,73.3,0,2.1,1.3,0,110.3,73.3,0,2.1,1.3,0,538.7,432.5,222.3,7.8,5.4,1.9
1995,51347,-999,1,248.4,185.6,10.5,4.8,3.3,0.1,248.4,185.6,10.5,4.8,3.3,0.1,158.9,128.1,52.3,2.3,1.6,0.5
1996,51347,-999,1,119.9,58.5,0,2.6,1,0,119.9,58.5,0,2.6,1,0,238.4,211.1,95.5,3.2,2.5,0.8
1997,51347,-999,1,311.1,94.9,0,7.1,1.7,0,311.1,94.9,0,7.1,1.7,0,507.9,348.8,166,8.5,4.5,1.6
1998,51347,-999,1,243.6,125.6,15.8,4.9,1.9,0.2,249.8,131.8,15.8,5,2,0.2,35.9,32.9,22.4,0.5,0.4,0.2
1999,51347,-999,1,62.3,37.9,0,1.2,0.6,0,62.3,37.9,0,1.2,0.6,0,263,188.7,86.6,4.2,2.5,0.8
2000,51347,-999,1,45.9,9.5,0,1.1,0.2,0,45.9,9.5,0,1.1,0.2,0,205.6,121.7,6,4.4,2.2,0.1
2001,51347,-999,1,167.7,71.5,33.3,3.5,1,0.4,167.7,71.5,33.3,3.5,1,0.4,307.9,280.1,233.2,3.1,2.5,1.7
2002,51347,-999,1,270.9,177.6,15.7,5,2.6,0.2,270.9,177.6,15.7,5,2.6,0.2,174.3,149,19.1,3,2.4,0.2
2003,51347,-999,1,189.1,88.8,0,4.1,1.6,0,189.1,88.8,0,4.1,1.6,0,196.9,150.5,67.8,3,1.9,0.7
2004,51347,-999,1,81.2,50.3,0,1.7,0.9,0,81.2,50.3,0,1.7,0.9,0,237.1,188.5,79.3,3.7,2.5,0.7
2005,51347,-999,1,150.5,117.7,0,2.7,1.9,0,150.5,117.7,0,2.7,1.9,0,101.4,64.3,0,2,1,0
2006,51347,-999,1,211.3,157.5,63.3,3.7,2.3,0.6,211.3,157.5,63.3,3.7,2.3,0.6,616.3,410.2,157.1,10.7,5.5,1.6
2007,51347,-999,1,115,60.7,26,2.2,0.9,0.3,115,60.7,26,2.2,0.9,0.3,224.5,196.6,50.3,3.4,2.7,0.5
2008,51347,-999,1,107.7,48.8,5,2.3,0.7,0.1,107.7,48.8,5,2.3,0.7,0.1,210.5,134.1,5.1,4,2.2,0.1
2009,51347,-999,1,90.7,62.3,0,1.7,1.1,0,90.7,62.3,0,1.7,1.1,0,141.7,123.4,107.1,1.8,1.3,1
2010,51347,-999,1,250.8,195.2,75,4.1,2.7,0.7,250.8,195.2,75,4.1,2.7,0.7,79.7,62,15.7,1.4,0.9,0.2
2011,51347,-999,1,142.8,85.2,63,2.3,0.9,0.5,142.8,85.2,63,2.3,0.9,0.5,328.5,156.4,18.2,6.9,2.5,0.2
2012,51347,-999,1,208.5,86.5,0,4.6,1.5,0,208.5,86.5,0,4.6,1.5,0,300.8,211,60.9,5.4,3.3,0.7
2013,51347,-999,1,159.1,77.5,0,3.4,1.3,0,159.1,77.5,0,3.4,1.3,0,119.9,93,70.2,1.7,1,0.7
2014,51347,-999,1,161.6,109.3,32.1,2.9,1.7,0.3,165.9,109.3,32.1,3,1.7,0.3,163.5,107.2,0,3.2,1.8,0
2015,51347,-999,1,249.2,130.7,0,5.1,2.2,0,249.2,130.7,0,5.1,2.2,0,313.9,185.8,79.6,5.7,2.6,0.9
2016,51347,-999,1,0,0,0,0,0,0,242,105.4,0,5.4,2,0,0,0,0,0,0,0
2017,51347,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.3,0,0
1981,51348,-999,1,31.9,3.5,0,1.4,0.1,0,31.9,3.5,0,1.4,0.1,0,2,0,0,0.1,0,0
1982,51348,-999,1,66.5,15.4,0,2.2,0.4,0,66.5,15.4,0,2.2,0.4,0,45.9,12.2,1.6,1.5,0.3,0
1983,51348,-999,1,48.8,38.9,11,1.3,0.9,0.2,48.8,38.9,11,1.3,0.9,0.2,32,23.8,3.2,0.8,0.5,0
1984,51348,-999,1,7.8,3.5,0,0.3,0.1,0,7.8,3.5,0,0.3,0.1,0,60.4,43.1,14.3,1.5,0.9,0.3
1985,51348,-999,1,65.8,52.9,44.6,1.3,0.8,0.5,66,52.9,44.6,1.3,0.8,0.5,5.5,1,0,0.2,0,0
1986,51348,-999,1,43.2,15.2,0,1.6,0.5,0,43.7,15.2,0,1.6,0.5,0,54.4,29.6,1.1,1.7,0.8,0
1987,51348,-999,1,19.1,5.5,0,0.7,0.2,0,19.3,5.5,0,0.7,0.2,0,6.4,1.1,0,0.2,0,0
1988,51348,-999,1,56.3,23.9,0.5,2,0.8,0,56.6,24.2,0.5,2,0.8,0,50.6,24.6,2.2,1.6,0.6,0.1
1989,51348,-999,1,44.7,25.5,12.9,1.4,0.6,0.3,44.7,25.5,12.9,1.4,0.6,0.3,29.5,7.1,0.3,0.9,0.2,0
1990,51348,-999,1,80.6,49.9,2.8,2.6,1.5,0.1,80.6,49.9,2.8,2.6,1.5,0.1,68.2,42.7,8.7,1.8,0.8,0.1
1991,51348,-999,1,46.1,33.2,6.2,1.1,0.7,0.1,46.3,33.2,6.2,1.1,0.7,0.1,42.2,25.9,1,1.1,0.6,0
1992,51348,-999,1,94.4,71.7,30.1,2.4,1.6,0.6,94.4,71.7,30.1,2.4,1.6,0.6,59.8,33.6,15.6,1.7,0.7,0.2
1993,51348,-999,1,7.4,1,0,0.3,0,0,7.4,1,0,0.3,0,0,63.6,53.8,31.2,1.3,0.9,0.4
1994,51348,-999,1,39.4,22.8,0.2,1.2,0.7,0,39.6,22.8,0.2,1.2,0.7,0,129.7,67.6,12.7,3.2,1.3,0.2
1995,51348,-999,1,152.8,116.2,31.2,4,2.6,0.5,152.8,116.2,31.2,4,2.6,0.5,28.7,14.1,4.9,0.8,0.3,0.1
1996,51348,-999,1,24.2,14.4,0.2,0.7,0.3,0,25,14.4,0.2,0.7,0.3,0,54.2,43.7,23,1,0.7,0.2
1997,51348,-999,1,109.9,52.9,1.4,3.4,1.4,0,109.9,52.9,1.4,3.4,1.4,0,314.2,229,87.1,7.3,4.3,1.1
1998,51348,-999,1,45.4,21.5,0,1.5,0.6,0,45.4,21.5,0,1.5,0.6,0,5.4,4.3,1,0.1,0.1,0
1999,51348,-999,1,31.9,14.4,0,1.1,0.4,0,31.9,14.4,0,1.1,0.4,0,68.4,50.8,20.1,1.4,0.8,0.2
2000,51348,-999,1,0.2,0,0,0,0,0,0.2,0,0,0,0,0,21.3,6.8,0.4,0.6,0.1,0
2001,51348,-999,1,48.4,18.3,1.9,1.5,0.5,0,48.4,18.3,1.9,1.5,0.5,0,60.9,44,22.6,1.3,0.7,0.2
2002,51348,-999,1,116.2,73,26.1,3.2,1.7,0.5,116.2,73,26.1,3.2,1.7,0.5,196.5,169,93.2,4,3,1.2
2003,51348,-999,1,130.3,91.8,21.1,3.6,2.2,0.4,130.3,91.8,21.1,3.6,2.2,0.4,63.4,34.8,5.5,1.7,0.7,0.1
2004,51348,-999,1,90.3,70.8,23.1,2.2,1.5,0.4,90.5,70.8,23.1,2.2,1.5,0.4,74.6,53.2,16.7,1.7,0.9,0.2
2005,51348,-999,1,47.5,29,0.4,1.3,0.8,0,47.8,29.3,0.4,1.4,0.8,0,7.4,6.6,0.9,0.1,0.1,0
2006,51348,-999,1,62.2,57.3,33.1,1.3,1.1,0.6,62.4,57.3,33.1,1.3,1.1,0.6,94.8,55.7,11.6,2.5,1.1,0.1
2007,51348,-999,1,25.7,7,0.5,0.8,0.2,0,26.5,7,0.5,0.9,0.2,0,30.4,19,3.2,0.7,0.4,0
2008,51348,-999,1,53.2,28,2.1,1.6,0.7,0,53.2,28,2.1,1.6,0.7,0,34,19.5,4.4,0.8,0.4,0.1
2009,51348,-999,1,12.7,3.7,0,0.4,0.1,0,12.7,3.7,0,0.4,0.1,0,30.4,19.8,4.6,0.9,0.5,0.1
2010,51348,-999,1,47.8,30.3,0.4,1.3,0.6,0,47.8,30.3,0.4,1.3,0.6,0,13.3,9.5,3.3,0.3,0.2,0
2011,51348,-999,1,5.6,3.7,0,0.1,0.1,0,5.9,3.7,0,0.2,0.1,0,145.4,91.7,8.8,4,2.1,0.2
2012,51348,-999,1,34.6,10.1,1,1.3,0.3,0,35.1,10.1,1,1.3,0.3,0,64.1,40.4,6.2,1.5,0.8,0.1
2013,51348,-999,1,117.4,74.6,14.1,3.3,1.8,0.3,117.4,74.6,14.1,3.3,1.8,0.3,44.9,40.4,23.9,0.9,0.7,0.3
2014,51348,-999,1,110.3,88.3,78.8,1.9,1.2,0.9,110.9,88.7,78.8,1.9,1.2,0.9,72.2,55.9,16.1,1.6,1.1,0.2
2015,51348,-999,1,78,46.8,8.6,2.3,1.1,0.2,78,46.8,8.6,2.3,1.1,0.2,100.2,70,15.8,2.4,1.4,0.2
2016,51348,-999,1,0.5,0,0,0,0,0,70.2,12.8,0.6,2.3,0.4,0,0,0,0,0,0,0
2017,51348,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,0,0.1,0.1,0
1981,51349,-999,1,43.5,12.3,6.7,1.1,0.2,0.1,43.5,12.3,6.7,1.1,0.2,0.1,2.3,0,0,0.1,0,0
1982,51349,-999,1,31.9,10.9,2.1,0.8,0.2,0,31.9,10.9,2.1,0.8,0.2,0,306.9,198.5,61,6.4,3.4,0.7
1983,51349,-999,1,16.2,6.9,0.6,0.4,0.1,0,16.2,6.9,0.6,0.4,0.1,0,72.3,35,2,1.7,0.7,0
1984,51349,-999,1,17.8,6.6,0,0.4,0.1,0,17.8,6.6,0,0.4,0.1,0,324.3,239.6,80.6,6.1,3.8,1
1985,51349,-999,1,86.7,20.5,1.2,2.2,0.4,0,86.7,20.5,1.2,2.2,0.4,0,100.5,72.2,21.1,1.9,1.1,0.2
1986,51349,-999,1,61.9,27.1,0,1.5,0.6,0,61.9,27.1,0,1.5,0.6,0,178.5,89.2,18.8,4.1,1.6,0.3
1987,51349,-999,1,49.2,20.6,0,1.2,0.4,0,49.3,20.6,0,1.2,0.4,0,59.4,27.4,1.5,1.4,0.5,0
1988,51349,-999,1,63,17.2,0.7,1.7,0.4,0,63,17.2,0.7,1.7,0.4,0,139.8,69.8,9.4,3.2,1.3,0.1
1989,51349,-999,1,89.5,28,4.1,2.4,0.6,0.1,89.5,28,4.1,2.4,0.6,0.1,109.6,51.5,1.9,2.6,1,0
1990,51349,-999,1,72.8,37.3,1.7,1.8,0.8,0,72.8,37.3,1.7,1.8,0.8,0,255.7,196.3,86.6,4.6,2.9,0.9
1991,51349,-999,1,70.7,39.2,13.7,1.5,0.7,0.1,70.7,39.2,13.7,1.5,0.7,0.1,170.5,121.1,44.2,3.3,1.9,0.5
1992,51349,-999,1,101.3,58.6,7.1,2.3,1.1,0.1,101.3,58.6,7.1,2.3,1.1,0.1,256.7,171.2,75.7,5.1,2.7,0.8
1993,51349,-999,1,1.2,0,0,0,0,0,1.2,0,0,0,0,0,152.3,113.4,50.6,2.8,1.7,0.5
1994,51349,-999,1,55.3,37.6,9.6,1.2,0.7,0.1,55.4,37.6,9.6,1.2,0.7,0.1,434.2,349.9,137.2,7.6,5.3,1.5
1995,51349,-999,1,65.9,28.2,3,1.6,0.6,0,65.9,28.2,3,1.6,0.6,0,181.7,139.7,41,3.4,2.2,0.4
1996,51349,-999,1,51.3,30.1,4.4,1.2,0.5,0.1,51.3,30.1,4.4,1.2,0.5,0.1,144.9,122.5,35.3,2.5,1.9,0.4
1997,51349,-999,1,118.1,51.8,9.1,2.8,1,0.1,118.1,51.8,9.1,2.8,1,0.1,426.3,286.5,88.8,8.6,4.7,1
1998,51349,-999,1,76.8,36.2,0.8,1.7,0.6,0,77,36.2,0.8,1.8,0.6,0,53.3,44.3,25.9,0.8,0.5,0.2
1999,51349,-999,1,40.8,22.4,0.6,1,0.4,0,40.8,22.4,0.6,1,0.4,0,210.9,153.7,32.8,4.2,2.5,0.3
2000,51349,-999,1,20.7,4.4,0,0.6,0.1,0,20.7,4.4,0,0.6,0.1,0,236.2,166.2,72.6,4.5,2.5,0.7
2001,51349,-999,1,39.3,12.3,0.6,1,0.2,0,39.3,12.3,0.6,1,0.2,0,286.6,266.8,173.9,3.8,3.2,1.6
2002,51349,-999,1,86.8,33.9,1.4,2.1,0.6,0,86.8,33.9,1.4,2.1,0.6,0,237.6,165.1,49,4.8,2.7,0.6
2003,51349,-999,1,52.9,17.3,0,1.4,0.4,0,52.9,17.3,0,1.4,0.4,0,152.5,116.9,50.3,2.7,1.7,0.5
2004,51349,-999,1,62.7,30.6,0,1.6,0.7,0,62.7,30.6,0,1.6,0.7,0,202.4,141.5,35.9,3.9,2.3,0.4
2005,51349,-999,1,49.5,29.2,0.6,1.1,0.6,0,49.5,29.2,0.6,1.1,0.6,0,62.4,48.7,8.4,1.2,0.8,0.1
2006,51349,-999,1,115.9,60.9,7.7,2.6,1.1,0.1,115.9,60.9,7.7,2.6,1.1,0.1,500.3,313.8,73.9,10.4,5.3,0.8
2007,51349,-999,1,25,7.3,0.9,0.6,0.1,0,25,7.3,0.9,0.6,0.1,0,180.9,155,70.5,3,2.3,0.8
2008,51349,-999,1,65.5,27.1,7.5,1.6,0.4,0.1,65.5,27.1,7.5,1.6,0.4,0.1,126.2,60,3.3,2.9,1.1,0
2009,51349,-999,1,20.4,11.7,0,0.4,0.2,0,20.4,11.7,0,0.4,0.2,0,141.3,102.8,49.9,2.7,1.5,0.5
2010,51349,-999,1,116.9,65,7.9,2.7,1.1,0.1,116.9,65,7.9,2.7,1.1,0.1,105.6,82.9,41.1,1.9,1.3,0.5
2011,51349,-999,1,45.3,18.3,3.1,1.1,0.3,0,45.3,18.3,3.1,1.1,0.3,0,161.1,77.9,1.1,3.8,1.4,0
2012,51349,-999,1,79.2,43.3,9.6,1.7,0.7,0.1,79.2,43.3,9.6,1.7,0.7,0.1,200.1,146.1,32.5,4,2.5,0.4
