year,code,ASAL,HeatWDays_Mar,HeatWDays_Apr,HeatWDays_May,HeatWDays_Jun,HeatWDays_Jul,HeatWDays_Aug,HeatWDays_Sep,HeatWDays_Oct,HeatWDays_Nov,HeatWDays_Dec,DrySpell10_Mar,DrySpell4_Mar,DrySpell10_Apr,DrySpell4_Apr,DrySpell10_May,DrySpell4_May,DrySpell10_Jun,DrySpell4_Jun,DrySpell10_Jul,DrySpell4_Jul,DrySpell10_Aug,DrySpell4_Aug,DrySpell10_Sep,DrySpell4_Sep,DrySpell10_Oct,DrySpell4_Oct,DrySpell10_Nov,DrySpell4_Nov,DrySpell10_Dec,DrySpell4_Dec
2003,51342,1,0,0,0,0,0,0,0,0,0,0,1,1,0.7,2.3,1,1.8,0.4,2.4,0.3,2.6,1.6,2.8,1,2.1,1,1.1,0.9,1.2,1,1.8
2004,51342,1,0.5,0,0,0,0,0,0,0,0,0,1,1.6,0.4,2.5,0.8,1.3,1.1,2.8,0.2,3.5,0.3,2.6,1.7,1.9,1.2,2.6,0.9,2.1,1,1.5
2005,51342,1,0,0,0,0,0,0,0,0,0,0,1,2.2,0.6,2.7,0.4,2.4,0,2,1,2,1.3,2.6,1,2,1,3.5,0.8,2.8,1,1.2
2006,51342,1,0.3,0,0,0,0,0,0,0,0,0,1.2,2.3,0.6,1.4,0.2,2.2,0.1,2.1,0.7,2.6,0.2,3.1,0.2,1.5,0.7,2.1,0,1.9,1.2,2.4
2007,51342,1,0,0,0,0,0,0,0,0,0,0,1.2,1.6,0.5,2.7,0.6,2,0.3,1.9,0.5,2.6,0.2,2.9,0.3,2.7,1.2,2.5,0.5,2.1,1,1.8
2008,51342,1,0,0,0,0,0,0,0,0,0,0,1,1.7,0.3,2.2,0.6,1.8,0.2,2.1,0.8,3,1,2,1,1.3,1,1.5,1,1.8,1,1.4
2009,51342,1,0,0,0,0,0,0,0,0,0,0,1,1,0.8,3,1.1,2.4,0.1,1.4,0.3,2.6,0.6,1.7,1.1,2.6,1.2,1.9,1,1.5,1,1.4
2010,51342,1,0,0,0,0,0,0,0,0,0,0,0.4,2.6,0.2,2,1,1.9,0.7,2.8,0,2.9,0.5,2.5,1,2.4,0.9,1.8,0.5,2.8,1,1.9
2011,51342,1,0.5,0.3,0,0,0,0,0,0,0,0,1,1.3,0.2,2.6,0.1,1.8,0.7,1.9,1,2.9,0.9,2.7,0.6,2.9,0.5,2.2,0.2,2,0.5,2.7
2012,51342,1,0.3,0.8,0,0,0,0,0,0,0,0,1,1.4,0.7,2.4,0.3,2.9,0.2,2.1,0.3,2.8,0.3,2.4,1.4,2.5,1.7,1.9,0.5,2.1,0.6,2.4
2013,51342,1,0.8,0,0,0,0,0,0,0,0,0,0.5,2.1,1,2.6,1,2.4,0.2,1.8,0.5,2.8,0.3,2.9,1.1,2.6,1,1.3,0,1.9,0.6,2.3
2014,51342,1,0.5,0.3,0,0,0,0,0,0,0,0,1.4,2.8,0.2,3.3,0.1,3.1,0,1.5,0.4,3.5,0.7,3.2,1.5,2.3,1,2.9,0.4,2,1,1.8
2015,51342,1,0.3,0,0,0,0,0,0,0,0,0.3,1,1,0.8,1.6,1,1,0.1,2.8,0.4,3.3,0.2,2.2,0.7,2.7,1.5,2.4,0.2,1.6,1.1,2.3
2016,51342,1,2.5,0.5,0,0,0,0,0,0,0,0,1,1,1,1.8,1.9,2,1.3,1.3,1.4,2.1,0.5,1.9,1,2,1,1,0.2,2.8,0.9,2
2017,51342,1,1.3,1.3,0,0,0,0,0,0,0,0,1,2.6,1.1,2.1,1,2,1,2,1,2.5,1,1.2,1.1,2,1,2.1,0.8,3,1.1,1.6
1981,51344,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1.5,0,1.9,1,2,1,1.8,0,2.5,1,2,0.2,3,0.8,1.9,0,2.8
1982,51344,1,0,0,0,0,0,0,0,0,0,0,1.7,2.3,0,0.5,0,0,0,1.9,1,1.8,0,3.3,0,2.8,1,2,1.2,1.8,0.8,2.2
1983,51344,1,0,0,0,0,0,0,0,0,0,0,1.5,2,0.4,2.1,0.7,1.4,1,2.8,0.8,2.2,0,3,0,3.7,1,2,1.2,2.3,1,1.5
1984,51344,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0.5,0,2.6,0.3,3.3,1,2.8,2,2,0,2.5,1,1.7,0.5,3
1985,51344,1,0,0,0,0,0,0,0,0,0,0,1,2.6,1,1.5,1.2,1.8,0,2.2,0.2,2.4,1,1.3,0.8,2,1,2,1,1.5,0.2,2.8
1986,51344,1,0,0,0,0,0,0,0,0,0,0,0.7,3.3,0,0.7,0,3,1,2,0,3.8,1,2,0.4,2,1.2,2,0,3,0.2,3.5
1987,51344,1,0,0,0,0,0,0,0,0,0,0,1.3,2.7,0,3.5,1,2,1,3,1.3,2,0,2.3,1,3,0.2,3.1,1,1.3,0,2
1988,51344,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2.7,0.2,1.5,2,2,0.4,3.6,1,2.2,0.4,3.1,0.5,3.2,0.4,2.9,1.2,1.5
1989,51344,1,0,0,0,0,0,0,0,0,0,0,1.2,2,0.5,2.5,1,3,0,3.3,0,3.5,0,4.3,1,1,1,2,0.8,1.7,0.7,2
1990,51344,1,0,0,0,0,0,0,0,0,0,0,0,1.4,0,2.4,1.2,2,0,1.6,0,1.8,0.2,3.3,0.2,2,0.7,2.7,0.5,2.3,1.1,2.6
1991,51344,1,0,0,0,0,0,0,0,0,0,0,1,1.6,2,2.3,0.9,2.2,0,1,0,1.8,0,2,0.2,2.8,0,2.2,0.5,3.2,0.9,3.4
1992,51344,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2.5,1,3,1,1,2,2,0.2,4.6,0,2,0.2,2.8,0.5,2,0.2,2.1
1993,51344,1,0,0,0,0,0,0,0,0,0,0,1,2.3,0.5,2,1,3,0,1.8,0,2.8,0.2,2.8,0.8,1.7,0,1.2,0.5,2.5,0.7,3.3
1994,51344,1,0,0,0,0,0,0,0,0,0,0,0.2,3.1,0,1.1,0.5,2.4,0,1.5,0,1.3,0.2,2.4,0,2,0.4,2.3,0.9,2,1,2.2
1995,51344,1,0,0,0,0,0,0,0,0,0,0,1,1,0.5,2.5,1.4,2,0,2.4,0,2,0,1,0.7,1.7,0,2.8,0.4,1.2,0.4,2.8
1996,51344,1,0,0,0,0,0,0,0,0,0,0,0.4,3.1,0.4,2.3,1.5,2,0,3.2,0,2,0.4,3.6,0,3.8,0.8,4,0.2,1.6,1,1.2
1997,51344,1,0,0,0,0,0,0,0,0,0,0,1,1.6,0,2.7,1,1,0.6,3.1,0.4,2.6,0.2,2.3,0,3,1.2,3,0.2,1.8,0,1.7
1998,51344,1,0,0,0,0,0,0,0,0,0,0,1,1.6,0,2.7,1,1.3,1,1.3,0.2,1.8,0.2,2.8,0.2,3,0,3.8,0.5,1.6,1.3,2.5
1999,51344,1,0,0,0,0,0,0,0,0,0,0,0.2,3.7,0.7,1.6,0,1.2,0,2.2,0,2.5,0.5,2.1,0,3.8,0,3,1,2.2,1.2,1.8
2000,51344,1,0,0,0,0,0,0,0,0,0,0,0.2,2.7,1,2,1,2,0.2,0.2,0.3,2.5,0.2,2.8,0.7,1.5,0.8,1.8,1,2,1,3
2001,51344,1,0,0,0,0,0,0,0,0,0,0,1.4,2.2,0.2,3.7,0,1.3,0.4,0.8,0,2.3,0.2,2.8,0.2,3.4,0.3,2,0.2,1.7,0.8,1.9
2002,51344,1,0,0,0,0,0,0,0,0,0,0,1.2,2.7,0,3,0.8,1.6,0,2.7,0,3,0.5,3,0,2,0,2,0,1,1,1.2
2003,51344,1,0,0,0,0,0,0,0,0,0,0,1,1.8,1,1.4,1,2,1,1.3,0,1.8,0.2,3,0.4,2,0,2,0.2,2.3,0.7,2.8
2004,51344,1,0,0,0,0,0,0,0,0,0,0,1,2.1,0.8,2,0,2.5,0.2,2.6,0,1.3,0.2,2.8,1.5,2,0,2.7,0.2,1.6,1,1.3
2005,51344,1,0,0,0,0,0,0,0,0,0,0,1,2,0.7,3,0.7,1.7,0.2,1.7,0.5,2.5,0.5,2.5,1,1,0,3.5,0.2,2.8,1,1
2006,51344,1,0,0,0,0,0,0,0,0,0,0,1,3,0.2,2.3,0.7,3.1,0,1.3,0,2.3,0.2,2.2,0.2,1.8,1.4,2.5,1,3,1.6,2
2007,51344,1,0,0,0,0,0,0,0,0,0,0,1.5,2.3,1.5,2.5,0,2,1.3,1.3,0,3,0.5,2,0,1.3,0,0.5,0.4,2.5,0.4,3.6
2008,51344,1,0,0,0,0,0,0,0,0,0,0,1,1.2,0,2.6,0,1,0,0,0,3.3,0.2,2,0.2,1,0,2.9,1,2,1,1.5
2009,51344,1,0,0,0,0,0,0,0,0,0,0,1.5,2,0,2.3,0.4,2.1,0.2,1.4,0,3.3,0.2,3.4,1.2,1.8,0.6,1.4,1,3,0.6,3
2010,51344,1,0,0,0,0,0,0,0,0,0,0,1,1.5,0,2.2,1,2,1,2,0,2.1,0.2,3.5,0,2.6,0.5,2.5,0.8,2.3,1,2.3
2011,51344,1,0,0,0,0,0,0,0,0,0,0,1.7,2.2,0,3.1,0,1.4,0.7,2.4,0,2,0.5,3.5,0,2.2,0,2.5,0.8,2.7,0.6,2.8
2012,51344,1,0,0,0,0,0,0,0,0,0,0,1,2.5,0.2,2.5,1,2,0.3,1.9,0,2,0,3,1,2.2,2,2,0.5,2.5,0.7,1.6
2013,51344,1,0,0,0,0,0,0,0,0,0,0,0,3.2,0.5,2.7,1,2,0,1.7,0,2.8,0,2.7,0,4,0,3,1,2,0.2,3.5
2014,51344,1,0,0,0,0,0,0,0,0,0,0,1,3.2,1.2,1.7,1,1,0,1.7,0,3.7,0,3,0.2,2.8,0,4,0.8,2.4,1,1.8
2015,51344,1,0,0,0,0,0,0,0,0,0,0,1,1.7,1,1.8,1,1,0,2.7,0,2,0,1.6,0.7,2,1,2.5,1,3,1,1.8
2016,51344,1,1.1,0,0,0,0,0,0,0,0,0,1,2,1,1.5,2,2,1,1,0,1.7,1,2.5,0,2.2,1,2,0,3,0,2.4
2017,51344,1,0.4,0,0,0,0,0,0,0,0,0,1,2.5,0.7,2.7,1,2,1,2,0,3,0,3,1.4,2.6,0.5,1.8,0.7,3,1,2
1981,51345,1,0,0,0,0,0,0,0,0,0,0,0.7,1.2,0.3,1.6,1.2,1.7,1,1.9,1,1.9,0,3.7,1.7,2.3,0.1,3.4,0.1,2,0,1.7
1982,51345,1,0,0,0,0,0,0,0,0,0,0,1.5,2.4,0.6,2.2,0.3,2.6,1,2.6,1,2.2,0.7,3.2,0.9,2.1,0.5,2,0.1,2,0,2.3
1983,51345,1,0,0,0,0,0,0,0,0,0,0,1.3,2,0.8,2.6,0.3,3.2,1,2.5,1.7,2.3,1,2.9,0.4,3.6,1.1,2.3,1.3,2,0.2,2.4
1984,51345,1,0,0,0,0,0,0,0,0,0,0,1.9,2.1,0.4,2.1,1,1.2,1.7,2.2,0.8,3.1,1,1.8,1.3,2.4,0.1,3.8,0,1.3,0.7,2.1
1985,51345,1,0,0,0,0,0,0,0,0,0,0,1,2.4,0.8,1.8,1,1.6,0.8,2.7,0.9,1.9,1,1.3,0.5,3,0.4,2.9,0.6,1.9,0.2,3.2
1986,51345,1,0,0,0,0,0,0,0,0,0,0,0.3,2.7,0.6,1.9,1.2,1.8,1,1.6,1.3,2.5,0.9,3,0.9,2.1,1.1,1.6,0,1.6,0.2,2.5
1987,51345,1,0,0,0,0,0,0,0,0,0,0,0.9,2.7,0.1,3,1,1.5,1,1.8,1.9,2.9,0.9,3,0.6,3.2,0.8,2.6,0.4,2,0.6,2.8
1988,51345,1,0,0,0,0,0,0,0,0,0,0,0.9,1.5,0.1,2.9,0.6,3.4,0.9,3,0.8,2.8,1,1.8,0.4,3,1,3.5,0.4,3.2,0.2,1.9
1989,51345,1,0,0,0,0,0,0,0,0,0,0,1,1.9,1,1.1,1,2.5,1,1.8,1.4,2.4,0.9,3.3,0.8,2.5,0.6,2.3,0.2,2.4,0.8,1.2
1990,51345,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,1.3,1,1.3,0.8,1.8,1,2.8,1.1,2,0.8,2.6,0,3.2,0.4,1.8,1,2.1
1991,51345,1,0.1,0,0,0,0,0,0,0,0,0,1.3,2,1.3,2,0.4,2.5,0.8,2,0.8,2.8,0.4,3.4,0.9,2.8,0.3,3.4,0.4,2,0.1,3.1
1992,51345,1,0,0,0,0,0,0,0,0,0,0,1.3,2.7,0,2.3,1,2.2,1.1,2.1,1.7,2.2,0.7,3.6,0.6,2.6,0.7,2.5,0.2,2,0.1,2.6
1993,51345,1,0,0,0,0,0,0,0,0,0,0,0.9,2.2,0.4,1.8,1,3.2,1.1,2.4,0.6,3.3,0.8,1.9,0.8,2.6,0.9,2.9,0.1,3.1,0.8,2.7
1994,51345,1,0,0,0,0,0,0,0,0,0,0,0.3,2.3,1.1,2.4,0.5,2.6,0.9,2.5,1,2.2,0.9,2.4,0.8,3.5,0.4,2.9,0.7,2,0.1,2.7
1995,51345,1,0,0,0,0,0,0,0,0,0,0,0.9,2,0.6,2.4,0.9,2.5,1,2,1.5,2.6,1.6,2,1.1,2.4,0.9,1.7,0.1,2.2,1.3,2.3
1996,51345,1,0,0,0,0,0,0,0,0,0,0,0,2.2,1,1.4,0.5,2.3,1.4,1.8,1,1.6,0.9,3.1,0.6,2.5,1,3.1,0.6,1.8,0.9,1.7
1997,51345,1,0,0,0,0,0,0,0,0,0,0,1,1.2,0.7,1.8,1.1,1.4,1,2.2,0.8,2.6,1.1,2.4,0.9,2.5,0.6,2.5,0.6,2,0,1.6
1998,51345,1,0,0,0,0,0,0,0,0,0,0,0.4,2.1,0.3,1.9,1,2,1,2,1.1,2.6,1.1,2.4,0.2,3.7,0.8,3.2,0.5,2.5,0.9,2.5
1999,51345,1,0,0,0,0,0,0,0,0,0,0,0.3,1.9,1.1,1.7,1.2,2.1,0.8,2.4,1.5,2.5,1.3,3.4,0.7,2.9,1,2.7,0.9,2.1,0.4,2.5
2000,51345,1,0,0,0,0,0,0,0,0,0,0,0.5,2.2,1,1.4,0.8,2.3,1.3,2.4,1.2,1.7,0.7,3.4,1,2.2,0.9,2.3,0.9,1.8,0.7,1.9
2001,51345,1,0.1,0,0,0,0,0,0,0,0,0,0.9,1.6,0.8,3,0.6,3,0.8,2.3,1.3,2.1,1.2,2.2,1.1,2.6,1,1.6,0.3,2.2,0.5,2.4
2002,51345,1,0,0,0,0,0,0,0,0,0,0,0.2,2.9,0.1,2.1,0.8,2.8,0.4,2.7,0.9,2.9,0.6,2.9,0.6,2.7,0.8,1.9,0.2,3,0.7,1.6
2003,51345,1,0,0,0,0,0,0,0,0,0,0,1,1.1,0.8,2.2,0.9,1.6,1,2.1,0.9,2,1.6,3.3,1.4,2,1,1.9,1,1.6,0.5,2.7
2004,51345,1,0,0,0,0,0,0,0,0,0,0,0.9,2.4,1,1.1,0.8,2.4,0.9,2.6,1.2,2.1,0.9,2,1.8,2.2,0,3.7,0.4,2.1,1,1.5
2005,51345,1,0,0,0,0,0,0,0,0,0,0,0.9,2,0.8,2.5,0.7,1.9,1,2.2,1,2.1,1.4,2.2,1.2,2.3,0.3,3.4,0,3.2,1,1.8
2006,51345,1,0,0,0,0,0,0,0,0,0,0,0.2,1.9,0.7,2.1,0.9,2.5,1,3,1.4,1.9,1,2,0.9,2,0.9,2.2,0.1,1.7,0.1,1.7
2007,51345,1,0,0,0,0,0,0,0,0,0,0,0.2,2.4,1,2.1,1.1,2.3,1.1,1.9,1.4,2.4,1.2,2.7,1,2.2,0.3,3,0.3,1.8,0.7,2.9
2008,51345,1,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.4,2.4,0.2,3.4,1.3,2.3,1.1,2.7,1.8,2.7,0.9,2.6,0.7,3.4,0.9,2.2,0.7,2.1
2009,51345,1,0,0,0,0,0,0,0,0,0,0,1.2,2.1,0.9,2.2,1.4,2.3,1.3,2,0.9,2.3,1.2,2.6,1.2,2.5,0.2,1.9,0.5,3.6,0,1.7
2010,51345,1,0,0,0,0,0,0,0,0,0,0,0.8,1.6,0.6,1.8,0.9,2,0.9,2.6,1.6,2,1.1,2.4,1.2,2.1,0.9,2,0.8,1.9,1,2.2
2011,51345,1,0,0,0,0,0,0,0,0,0,0,1.1,2.1,1,1.9,0.1,3.7,1.1,1.4,1,1.4,1,2.6,0.6,2.4,1,1.2,0,2.9,0.3,2.6
2012,51345,1,0.1,0,0,0,0,0,0,0,0,0,1.1,1.4,0.2,2.5,1.3,2.6,1,1.6,0.9,2,0.7,3.1,0.6,2.6,1.1,2.9,0.8,2.4,0.1,2.1
2013,51345,1,0,0,0,0,0,0,0,0,0,0,0,2.3,1,1.4,0.6,2.7,1.1,2.6,1.5,2.2,1.1,2.6,1.1,2.2,0.6,3.2,0.3,2.3,0.9,1.8
2014,51345,1,0,0,0,0,0,0,0,0,0,0,0,2.4,0.6,2.7,0.3,3.2,0.6,3.1,1.3,2.7,1.3,2.4,0.4,3.6,0.7,3.1,0.6,1.9,1,1.3
2015,51345,1,0,0,0,0,0,0,0,0,0,0,1,1.2,0.6,2.3,0.8,2,0.9,3.2,1.3,2.6,0.7,3.1,0.6,2.3,0.6,2.2,0.4,2.2,1,2.5
2016,51345,1,1.1,0,0,0,0,0,0,0,0,0,1,2,1,1.1,1.7,2.2,1,1,1,1.9,1,2.3,0.6,3.2,1.7,1.8,0.8,2.3,1.6,1.9
2017,51345,1,0.5,0,0,0,0,0,0,0,0,0,1,2.9,1.4,2.1,1,1.6,1,1.8,0.7,2.9,1.1,2.5,0.5,2.5,0.7,2.5,1.1,2.8,1,2
1981,51346,1,0.3,0,0,0,0,0,0,0,0,0,0.3,1,0.1,1.5,0.9,1.2,0.9,1.6,1,1.7,0.6,2.8,1.3,2.4,0.8,2.5,0.1,1.9,0,2.1
1982,51346,1,0,0,0,0,0,0,0,0,0,0,1.3,1.6,0.7,2.4,0.6,1.9,1,1.3,1,2.5,0.9,2.1,0.4,2.5,0.7,2.5,0.1,2,0.1,2.4
1983,51346,1,1.1,0.1,0,0,0,0,0,0,0,0,1.3,1.5,0.7,2.8,0.8,2,1.1,2.5,1,2.6,0.9,2.2,0.3,3.5,1.2,2.3,0.7,2.4,0.8,2.6
1984,51346,1,0.7,0,0,0,0,0,0,0,0,0,1.6,2.4,0.3,2.1,0.8,1.7,1.2,2,0.5,2.9,1,1.3,1.8,2,0.8,3,0,0.9,0.5,2.9
1985,51346,1,0.1,0,0,0,0,0,0,0,0,0,1,2.2,0.4,2.4,0.9,1.9,0.7,2,1,1.7,0.9,1.8,0.9,2.2,0.9,2.2,0.6,2,1.1,2.1
1986,51346,1,1.7,0,0,0,0,0,0,0,0,0,0.5,3,0.3,2.2,0.7,1.9,1,2.1,1,2.4,1,2,1,2.6,1,1.2,0.2,1.8,0.6,2.4
1987,51346,1,1.5,0.2,0,0,0,0,0,0,0,0,1.3,2.6,0,2.7,0.9,1.8,1,1.8,1.3,3.2,0.8,2,1,2.1,1,2.3,0.9,2.7,1,2
1988,51346,1,1.6,0.1,0,0,0,0,0,0,0,0,0.6,1.6,0.2,2.5,0.8,2,1.3,2.3,0.6,2.9,1,1.3,1.7,2.4,1,2.7,0.2,1.9,0.8,1.8
1989,51346,1,0.3,0,0,0,0,0,0,0,0,0,0.9,3,0.9,1.2,1,2.4,0.7,2.2,1.3,2.1,0.9,2.3,1,2.6,1,2.2,0,1.7,0.9,2.2
1990,51346,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,1.6,0.9,1.6,0.9,1.9,1,2.1,0.9,1.7,0.9,1.7,0.9,3.2,0.7,2.3,0.9,1.3
1991,51346,1,1.2,0.1,0,0,0,0,0,0,0,0,1.9,2.3,1.2,2,0.8,2.5,0.8,1.8,1,2.1,0.6,2.6,0.7,2.7,1,2.6,0.6,2.2,0.1,2.8
1992,51346,1,1.5,0.5,0,0,0,0,0,0,0,0,1.1,1.8,0.1,3.1,1,1.7,1,2,1.6,2,1,2.7,1,2,0.9,1.7,0.2,2.6,0.5,2
1993,51346,1,0.3,0.7,0,0,0,0,0,0,0,0,1,2.7,0.5,2.5,1.2,2.1,0.8,1.8,1,2.7,0.9,2,0.4,3.5,1,2.1,0.7,2.7,0.6,2.7
1994,51346,1,2.4,0.1,0,0,0,0,0,0,0,0,1,2.9,0.4,3.2,0.8,2.1,0.7,2.3,1,2,0.9,2.1,0.5,3.2,1,2.6,0.3,2.1,0.6,2.3
1995,51346,1,0.4,0.1,0,0,0,0,0,0.1,0,0,1,1.4,0.5,2.5,0.9,1.6,0.9,2.2,1,2.4,1.2,2.2,0.8,3.1,1,1.3,0.4,2.3,0.4,2.8
1996,51346,1,0.8,0,0,0,0,0,0,0,0,0,0.7,2.6,1,1.6,0.8,1.6,0.7,2.1,0.8,2.2,0.9,1.8,1.1,2.7,1.2,2.8,0.9,1.3,1,2.3
1997,51346,1,1.5,0,0,0,0,0,0,0,0,0,1,1.2,0.3,1.8,1.1,1.1,1,2.3,0.8,2.7,0.9,2.2,0.9,2.4,0.7,2.6,0,1.4,0,1.8
1998,51346,1,0.3,0.1,0,0,0,0,0,0,0,0,0.7,1.9,0.4,1.7,1.2,1.6,0.9,2.1,1,1.7,1,1.9,1.1,2.6,1.4,2.8,0.6,2.6,1,2.1
1999,51346,1,1.5,0,0,0,0,0,0,0,0,0,1.1,2.7,0.8,1.5,0.8,1.7,0.9,2.1,1,2.3,1,2.3,0.9,2.2,1,2.9,0.5,2.2,0.8,2.8
2000,51346,1,0,0,0,0,0,0,0,0,0,0,1,1.9,1,1.9,0.9,1.9,0.9,1.8,1.1,1.8,0.9,2.4,0.9,2,1.2,1.9,0.9,1.7,0.8,3
2001,51346,1,1.2,0.1,0,0,0,0,0,0,0,0,1,1.4,0.5,2.8,0.7,1.9,0.9,1.7,1,2.6,1.1,1.8,1,2.5,1,1.9,1,2.6,1.3,2.6
2002,51346,1,1.5,0.5,0,0,0,0,0,0,0,0,0.9,2.1,0.3,2.3,0.7,2.3,0.8,2.1,1.3,2.7,0.9,2.4,0.7,3.1,1,2.1,0.2,3,0.7,2.2
2003,51346,1,0.3,0.7,0,0,0,0,0,0,0,0,1,1,0.9,1.7,1,1.8,0.9,1.7,1,2,1.3,2.1,0.8,2.3,1,1.7,0.6,1.9,1,1.9
2004,51346,1,2.4,0.1,0,0,0,0,0,0,0,0,1,1.3,0.4,1.9,1,1.8,1.1,2.2,0.9,2.3,0.9,1.8,1.4,2.1,0.9,3.1,0.9,2.1,1,2
2005,51346,1,0.3,0.1,0,0,0,0,0,0.1,0,0,1,2.1,0.9,2.3,0.9,1.5,0.8,2.1,1,2,1.3,1.7,1,1.8,0.9,2.8,0.5,3.2,1,1.8
2006,51346,1,0.8,0,0,0,0,0,0,0,0,0,0.9,2.5,0.7,2.7,0.9,1.6,0.6,2.3,1.5,2.1,0.9,1.9,0.7,1.6,0.9,2.5,0,1.9,0.3,2.3
2007,51346,1,1.5,0,0,0,0,0,0,0,0,0,1,2.8,1,2.5,1.1,1.9,1.1,1.6,1.3,1.9,1.4,2,0.8,1.7,0.9,2.8,0.9,2.3,1,2
2008,51346,1,0.3,0.1,0,0,0,0,0,0,0,0,0.6,2.1,0.9,2.4,0.7,2.2,0.9,2.2,1.3,2.1,1.2,1.6,1.2,1.8,1,3.4,1,1.5,1,2.1
2009,51346,1,1.5,0,0,0,0,0,0,0,0,0,1.1,1.2,1,2.5,1,1.7,0.9,1.8,1,2,1,1.6,0.8,2.7,1,2.2,0.9,2.2,0.6,2
2010,51346,1,0,0,0,0,0,0,0,0,0,0,0.1,2,0.9,2,1,1.4,0.6,2.4,1.4,2.3,1,2.2,1.3,2.4,1,1.3,0.5,2.5,1,2.3
2011,51346,1,2.3,1.2,0,0,0,0,0,0,0,0,1,2,0.5,2.2,0.7,2.6,0.9,1.2,1.4,2.1,1.1,1.9,0.8,2.5,1,1.7,0,1.9,1,2.2
2012,51346,1,2.4,1.9,0,0,0,0,0,0,0,0,1.1,1.6,0.9,3,1.3,2,1,2,1.4,2.1,0.9,2.2,1.4,2.5,1.5,2.5,0.8,2.4,0.3,2.2
2013,51346,1,1.9,0,0,0,0,0,0,0,0,0,0.4,1.8,1,2,1,2.3,0.9,1.6,1,2.7,0.8,2,1.1,2.1,1.2,2,0.2,2.7,1,2.2
2014,51346,1,2,0.2,0,0,0,0,0,0.1,0,0,0.8,2.8,0.8,2.2,0.8,2.1,0.6,2,1.3,2.9,0.9,2.2,0.8,2.9,1.1,2.9,0.3,2.3,1,1.9
2015,51346,1,1.5,0.1,0,0,0,0,0,0.1,0,0.6,0.9,2,0.1,2.2,1,1.3,0.6,2.7,0.9,2.4,0.7,2,0.7,2.6,1.5,2,0.3,1.2,1.7,2.3
2016,51346,1,1.9,1,0,0,0,0,0,0.3,0,0,1,1.3,1.1,2,1.9,2,1,1.1,0.9,2.4,1,1.9,0.9,2.1,1.2,1.2,0.7,1.9,1.4,2.1
2017,51346,1,1.8,1.6,0,0,0,0,0,0.1,0,0,1,1.9,1,1.8,1,2.3,1.2,1.8,0.9,2.8,1.1,1.3,0.9,2.3,0.8,2.5,1.2,2.7,1.1,2
1981,51347,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.7,1,1,1.4,1.4,1.7,1,1.1,1.4,1.8,0.1,1.3,0,0.9,0,3
1982,51347,1,0,0,0,0,0,0,0,0,0,0,0.8,3.1,0,1,0,2.8,0.9,2.6,1,2.3,1.2,2.4,0.9,1.6,1,2,0.4,2.3,0.1,2.9
1983,51347,1,0,0,0,0,0,0,0,0,0,0,1,1.4,0.1,1.2,0.1,2,0.9,2.3,1.2,2.6,1.9,2.1,1,1.1,1,1.4,0,0.1,0.8,1.8
1984,51347,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1.1,2.7,1.1,1.1,0.9,2.2,1,1.1,1,1.9,0,1.7,0,1.3,1,2.8
1985,51347,1,0,0,0,0,0,0,0,0,0,0,1,2,0.5,1.1,0.2,1.3,0.9,2.4,1.2,3.4,1,2.5,1,1.1,0.7,2.3,0.2,2.5,0.9,2.8
1986,51347,1,0,0,0,0,0,0,0,0,0,0,1.1,2.7,0,0.9,1.8,2.1,1.9,2,1.5,2.5,1,2.4,1.6,1.7,0.5,2.1,0,1.2,1.5,2.4
1987,51347,1,0,0,0,0,0,0,0,0,0,0,1.7,2.6,0,2.5,1,1,1,1,1.1,1.8,0.9,3,1,1.2,0.8,2.5,1,1.7,0.5,3.5
1988,51347,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1.4,0,1.7,1,2,1.2,2.9,1.1,2.9,1,2.5,0.2,2.8,0.4,1.2,0.1,2.9
1989,51347,1,0,0,0,0,0,0,0,0,0,0,1,3.1,0.8,1.9,1,2.4,1.2,1.6,1.4,3.1,1,2.4,1,1,0.4,1.7,0,1,1,1.5
1990,51347,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.4,1.6,0.1,2.1,1,2.4,1.2,2.8,1,2.3,0.9,1.3,1,2.2,0,0.9,1,2.6
1991,51347,1,0,0,0,0,0,0,0,0,0,0,2,2,0.4,2.2,0.2,1.4,1,1.2,1,2,0.9,2,1,1.1,1.4,3.1,0.1,1.1,0,2.9
1992,51347,1,0,0,0,0,0,0,0,0,0,0,1,1.7,0.7,2.3,1,1.9,1,2.7,1.1,2.4,0.7,3.4,0.9,1.8,0.4,1.6,0.5,1.9,0.2,3.2
1993,51347,1,0,0,0,0,0,0,0,0,0,0,0.5,2.7,0.6,1.8,1.1,2.4,1,2.2,0.7,3,1.2,2.7,1.3,1.8,0.2,2.9,0.1,0.5,0.8,1.6
