,Town,year,Month,Price
3687,Kegonga,2016,MAY,34.80
3688,Homabay,2016,MAY,28.10
3689,Oyugis,2016,MAY,NA
3690,Kehacha,2016,MAY,28.30
3691,Migori,2016,MAY,33.70
3692,Turkana,2016,MAY,NA
3693,Kabarnet,2016,MAY,NA
3694,Kimulot,2016,MAY,NA
3695,Sotik,2016,MAY,NA
3696,Fort  Ternan,2016,MAY,NA
3697,Bomet,2016,MAY,36.00
3698,Muthurwa  Narok,2016,MAY,32.00
3699,Nakuru  Town,2016,MAY,50.90
3700,Mulot,2016,MAY,33.90
3701,Kitale,2016,MAY,NA
3702,Kapenguria,2016,MAY,28.00
3703,Eldoret,2016,MAY,32.00
3704,Burn  Forest,2016,MAY,35.00
3705,Turbo,2016,MAY,35.00
3706,Kipkaren,2016,MAY,35.00
3707,Iten,2016,MAY,29.40
3708,Kajiado,2016,MAY,47.30
3709,Bungoma  Town,2016,MAY,29.20
3710,Kimilili,2016,MAY,NA
3711,Kapsokwony,2016,MAY,NA
3712,Bumala,2016,MAY,35.70
3713,Busia  Town,2016,MAY,38.10
3714,Butere,2016,MAY,35.00
3715,Kakamega,2016,MAY,38.80
3716,Mumias,2016,MAY,37.50
3717,Mundeta,2016,MAY,31.00
3718,Cheptula,2016,MAY,33.30
3719,Mbale,2016,MAY,33.90
3720,Muthurwa,2016,MAY,42.90
3721,Kawangware,2016,MAY,45.20
3722,Burma,2016,MAY,41.70
3723,Gikomba,2016,MAY,42.90
3724,Kangemi,2016,MAY,42.90
3725,Korokocho,2016,MAY,40.90
3726,Toi,2016,MAY,40.90
4517,Kiambu,2016,JUNE,35.00
4518,Limuru,2016,JUNE,35.00
4519,Thika,2016,JUNE,40.00
4520,Gatundu,2016,JUNE,45.00
4521,Kutus,2016,JUNE,29.20
4522,Sagana,2016,JUNE,31.80
4523,Kerugoya,2016,JUNE,33.40
4524,Muthithi,2016,JUNE,25.00
4525,Makuyu,2016,JUNE,NA
4526,Kiriaini,2016,JUNE,NA
4527,Ol  Kalou,2016,JUNE,NA
4528,Ndaragwa,2016,JUNE,NA
4529,Nyeri,2016,JUNE,32.20
4530,Endarasha,2016,JUNE,30.00
4531,Karatina,2016,JUNE,24.40
4532,Gakindu,2016,JUNE,46.70
4533,Nanyuki,2016,JUNE,38.30
4534,Nyahururu,2016,JUNE,28.60
4535,Ukunda,2016,JUNE,40.90
4536,Kwale,2016,JUNE,38.50
4537,Wundanyi,2016,JUNE,NA
4538,Voi,2016,JUNE,NA
4539,Mwatate,2016,JUNE,NA
4540,Mpeketoni,2016,JUNE,30.00
4541,Mkunguni,2016,JUNE,50.00
4542,Mokowe,2016,JUNE,NA
4543,Mwembe  Tayari,2016,JUNE,40.00
4544,Majengo,2016,JUNE,40.00
4545,Sega,2016,JUNE,40.00
4546,Kongowea,2016,JUNE,40.00
4547,Hola,2016,JUNE,NA
4548,Garsen,2016,JUNE,NA
4549,Bura  Tana,2016,JUNE,NA
4550,Runyenjes,2016,JUNE,24.20
4551,Embu  Town,2016,JUNE,26.10
4552,Siakago,2016,JUNE,27.30
4553,Mwingi,2016,JUNE,NA
4554,Kalundu,2016,JUNE,30.00
4555,Machakos  Town,2016,JUNE,30.00
4556,Tawa,2016,JUNE,30.00
4557,Tala,2016,JUNE,27.00
4558,Maua,2016,JUNE,NA
4559,Kianjai,2016,JUNE,27.80
4560,Gakoromere,2016,JUNE,27.80
4561,Chuka  Town,2016,JUNE,34.00
4562,Kathwana,2016,JUNE,NA
4563,Wote,2016,JUNE,28.00
4564,Marsabit,2016,JUNE,37.70
4565,Kibuye,2016,JUNE,35.20
4566,Ahero,2016,JUNE,32.30
4567,Kiboswa,2016,JUNE,33.60
4568,Sondu,2016,JUNE,34.60
4569,Bondo,2016,JUNE,32.90
4570,Akala,2016,JUNE,NA
4571,Siaya,2016,JUNE,32.00
4572,Ngiya,2016,JUNE,32.70
4573,Unguja,2016,JUNE,33.40
4574,Kegonga,2016,JUNE,37.00
4575,Homabay,2016,JUNE,32.00
4576,Oyugis,2016,JUNE,32.00
4577,Kehacha,2016,JUNE,26.10
4578,Migori,2016,JUNE,34.80
4579,Turkana,2016,JUNE,NA
4580,Kabarnet,2016,JUNE,34.10
4581,Kimulot,2016,JUNE,32.00
4582,Sotik,2016,JUNE,32.00
4583,Fort  Ternan,2016,JUNE,NA
4584,Bomet,2016,JUNE,36.00
4585,Muthurwa  Narok,2016,JUNE,36.00
4586,Nakuru  Town,2016,JUNE,57.50
4587,Mulot,2016,JUNE,35.10
4588,Kitale,2016,JUNE,NA
4589,Kapenguria,2016,JUNE,32.00
4590,Eldoret,2016,JUNE,32.00
4591,Burn  Forest,2016,JUNE,35.00
4592,Turbo,2016,JUNE,35.00
4593,Kipkaren,2016,JUNE,35.00
4594,Iten,2016,JUNE,34.10
4595,Kajiado,2016,JUNE,46.70
4596,Bungoma  Town,2016,JUNE,35.60
4597,Kimilili,2016,JUNE,NA
4598,Kapsokwony,2016,JUNE,NA
4599,Bumala,2016,JUNE,33.30
4600,Busia  Town,2016,JUNE,42.90
4601,Butere,2016,JUNE,40.60
4602,Kakamega,2016,JUNE,40.00
4603,Mumias,2016,JUNE,40.00
4604,Mundeta,2016,JUNE,35.70
4605,Cheptula,2016,JUNE,35.70
4606,Mbale,2016,JUNE,NA
4607,Muthurwa,2016,JUNE,45.00
4608,Kawangware,2016,JUNE,47.50
4609,Burma,2016,JUNE,50.00
4610,Gikomba,2016,JUNE,42.90
4611,Kangemi,2016,JUNE,45.00
4612,Korokocho,2016,JUNE,42.50
4613,Toi,2016,JUNE,42.90
5404,Kiambu,2016,JULY,NA
5405,Limuru,2016,JULY,NA
5406,Thika,2016,JULY,40.00
5407,Gatundu,2016,JULY,30.00
5408,Kutus,2016,JULY,33.30
5409,Sagana,2016,JULY,39.10
5410,Kerugoya,2016,JULY,38.10
5411,Muthithi,2016,JULY,26.10
5412,Makuyu,2016,JULY,NA
5413,Kiriaini,2016,JULY,NA
5414,Ol  Kalou,2016,JULY,NA
5415,Ndaragwa,2016,JULY,NA
5416,Nyeri,2016,JULY,39.50
5417,Endarasha,2016,JULY,30.10
5418,Karatina,2016,JULY,31.30
5419,Gakindu,2016,JULY,38.30
5420,Nanyuki,2016,JULY,30.70
5421,Nyahururu,2016,JULY,28.00
5422,Ukunda,2016,JULY,40.90
5423,Kwale,2016,JULY,42.00
5424,Wundanyi,2016,JULY,NA
5425,Voi,2016,JULY,NA
5426,Mwatate,2016,JULY,NA
5427,Mpeketoni,2016,JULY,30.00
5428,Mkunguni,2016,JULY,50.00
5429,Mokowe,2016,JULY,NA
5430,Mwembe  Tayari,2016,JULY,40.00
5431,Majengo,2016,JULY,40.00
5432,Sega,2016,JULY,40.00
5433,Kongowea,2016,JULY,40.00
5434,Hola,2016,JULY,50.00
5435,Garsen,2016,JULY,NA
5436,Bura  Tana,2016,JULY,45.00
5437,Runyenjes,2016,JULY,22.70
5438,Embu  Town,2016,JULY,28.80
5439,Siakago,2016,JULY,26.10
5440,Mwingi,2016,JULY,NA
5441,Kalundu,2016,JULY,30.00
5442,Machakos  Town,2016,JULY,30.00
5443,Tawa,2016,JULY,27.70
5444,Tala,2016,JULY,26.00
5445,Maua,2016,JULY,NA
5446,Kianjai,2016,JULY,27.80
5447,Gakoromere,2016,JULY,33.30
5448,Chuka  Town,2016,JULY,34.90
5449,Kathwana,2016,JULY,32.80
5450,Wote,2016,JULY,28.20
5451,Marsabit,2016,JULY,37.20
5452,Kibuye,2016,JULY,35.10
5453,Ahero,2016,JULY,35.20
5454,Kiboswa,2016,JULY,33.60
5455,Sondu,2016,JULY,33.70
5456,Bondo,2016,JULY,37.50
5457,Akala,2016,JULY,NA
5458,Siaya,2016,JULY,34.20
5459,Ngiya,2016,JULY,33.70
5460,Unguja,2016,JULY,35.30
5461,Kegonga,2016,JULY,37.00
5462,Homabay,2016,JULY,NA
5463,Oyugis,2016,JULY,NA
5464,Kehacha,2016,JULY,25.00
5465,Migori,2016,JULY,26.10
5466,Turkana,2016,JULY,NA
5467,Kabarnet,2016,JULY,NA
5468,Kimulot,2016,JULY,32.50
5469,Sotik,2016,JULY,32.40
5470,Fort  Ternan,2016,JULY,NA
5471,Bomet,2016,JULY,36.00
5472,Muthurwa  Narok,2016,JULY,33.80
5473,Nakuru  Town,2016,JULY,60.00
5474,Mulot,2016,JULY,33.60
5475,Kitale,2016,JULY,35.60
5476,Kapenguria,2016,JULY,NA
5477,Eldoret,2016,JULY,32.00
5478,Burn  Forest,2016,JULY,35.00
5479,Turbo,2016,JULY,35.00
5480,Kipkaren,2016,JULY,35.00
5481,Iten,2016,JULY,34.90
5482,Kajiado,2016,JULY,44.00
5483,Bungoma  Town,2016,JULY,36.40
5484,Kimilili,2016,JULY,35.10
5485,Kapsokwony,2016,JULY,NA
5486,Bumala,2016,JULY,41.40
5487,Busia  Town,2016,JULY,41.70
5488,Butere,2016,JULY,33.90
5489,Kakamega,2016,JULY,40.60
5490,Mumias,2016,JULY,39.10
5491,Mundeta,2016,JULY,34.30
5492,Cheptula,2016,JULY,37.00
5493,Mbale,2016,JULY,NA
5494,Muthurwa,2016,JULY,42.90
5495,Kawangware,2016,JULY,45.20
5496,Burma,2016,JULY,45.00
5497,Gikomba,2016,JULY,40.90
5498,Kangemi,2016,JULY,42.90
5499,Korokocho,2016,JULY,42.90
5500,Toi,2016,JULY,42.90
6291,Kiambu,2016,AUG,NA
6292,Limuru,2016,AUG,NA
6293,Thika,2016,AUG,40.00
6294,Gatundu,2016,AUG,36.30
6295,Kutus,2016,AUG,32.00
6296,Sagana,2016,AUG,33.30
6297,Kerugoya,2016,AUG,51.10
6298,Muthithi,2016,AUG,31.80
6299,Makuyu,2016,AUG,NA
6300,Kiriaini,2016,AUG,NA
6301,Ol  Kalou,2016,AUG,47.60
6302,Ndaragwa,2016,AUG,NA
6303,Nyeri,2016,AUG,40.00
6304,Endarasha,2016,AUG,35.00
6305,Karatina,2016,AUG,34.20
6306,Gakindu,2016,AUG,38.50
6307,Nanyuki,2016,AUG,33.40
6308,Nyahururu,2016,AUG,32.20
6309,Ukunda,2016,AUG,41.50
6310,Kwale,2016,AUG,42.00
6311,Wundanyi,2016,AUG,35.40
6312,Voi,2016,AUG,33.70
6313,Mwatate,2016,AUG,34.20
6314,Mpeketoni,2016,AUG,30.00
6315,Mkunguni,2016,AUG,50.00
6316,Mokowe,2016,AUG,NA
6317,Mwembe  Tayari,2016,AUG,40.00
6318,Majengo,2016,AUG,40.00
6319,Sega,2016,AUG,40.00
6320,Kongowea,2016,AUG,39.30
6321,Hola,2016,AUG,35.00
6322,Garsen,2016,AUG,NA
6323,Bura  Tana,2016,AUG,40.70
6324,Runyenjes,2016,AUG,24.20
6325,Embu  Town,2016,AUG,31.80
6326,Siakago,2016,AUG,28.40
6327,Mwingi,2016,AUG,NA
6328,Kalundu,2016,AUG,35.00
6329,Machakos  Town,2016,AUG,31.30
6330,Tawa,2016,AUG,29.50
6331,Tala,2016,AUG,30.50
6332,Maua,2016,AUG,NA
6333,Kianjai,2016,AUG,27.80
6334,Gakoromere,2016,AUG,33.30
6335,Chuka  Town,2016,AUG,31.70
6336,Kathwana,2016,AUG,34.80
6337,Wote,2016,AUG,28.60
6338,Marsabit,2016,AUG,37.00
6339,Kibuye,2016,AUG,30.00
6340,Ahero,2016,AUG,33.50
6341,Kiboswa,2016,AUG,33.20
6342,Sondu,2016,AUG,34.80
6343,Bondo,2016,AUG,NA
6344,Akala,2016,AUG,34.70
6345,Siaya,2016,AUG,33.20
6346,Ngiya,2016,AUG,31.80
6347,Unguja,2016,AUG,35.40
6348,Kegonga,2016,AUG,30.40
6349,Homabay,2016,AUG,NA
6350,Oyugis,2016,AUG,NA
6351,Kehacha,2016,AUG,26.10
6352,Migori,2016,AUG,23.10
6353,Turkana,2016,AUG,37.40
6354,Kabarnet,2016,AUG,42.80
6355,Kimulot,2016,AUG,36.00
6356,Sotik,2016,AUG,32.80
6357,Fort  Ternan,2016,AUG,NA
6358,Bomet,2016,AUG,36.00
6359,Muthurwa  Narok,2016,AUG,33.00
6360,Nakuru  Town,2016,AUG,60.00
6361,Mulot,2016,AUG,33.10
6362,Kitale,2016,AUG,36.10
6363,Kapenguria,2016,AUG,NA
6364,Eldoret,2016,AUG,32.00
6365,Burn  Forest,2016,AUG,35.70
6366,Turbo,2016,AUG,37.10
6367,Kipkaren,2016,AUG,37.90
6368,Iten,2016,AUG,34.50
6369,Kajiado,2016,AUG,42.50
6370,Bungoma  Town,2016,AUG,30.30
6371,Kimilili,2016,AUG,30.30
6372,Kapsokwony,2016,AUG,NA
6373,Bumala,2016,AUG,45.20
6374,Busia  Town,2016,AUG,39.30
6375,Butere,2016,AUG,21.30
6376,Kakamega,2016,AUG,38.30
6377,Mumias,2016,AUG,31.00
6378,Mundeta,2016,AUG,32.10
6379,Cheptula,2016,AUG,35.70
6380,Mbale,2016,AUG,35.00
6381,Muthurwa,2016,AUG,42.90
6382,Kawangware,2016,AUG,43.20
6383,Burma,2016,AUG,45.00
6384,Gikomba,2016,AUG,40.00
6385,Kangemi,2016,AUG,42.90
6386,Korokocho,2016,AUG,40.90
6387,Toi,2016,AUG,42.50
7178,Kiambu,2016,SEP,40.00
7179,Limuru,2016,SEP,40.00
7180,Thika,2016,SEP,40.00
7181,Gatundu,2016,SEP,35.00
7182,Kutus,2016,SEP,32.00
7183,Sagana,2016,SEP,29.10
7184,Kerugoya,2016,SEP,30.40
7185,Muthithi,2016,SEP,32.40
7186,Makuyu,2016,SEP,NA
7187,Kiriaini,2016,SEP,NA
7188,Ol  Kalou,2016,SEP,50.00
7189,Ndaragwa,2016,SEP,33.30
7190,Nyeri,2016,SEP,40.00
7191,Endarasha,2016,SEP,35.00
7192,Karatina,2016,SEP,33.40
7193,Gakindu,2016,SEP,35.00
7194,Nanyuki,2016,SEP,38.60
7195,Nyahururu,2016,SEP,31.80
7196,Ukunda,2016,SEP,41.00
7197,Kwale,2016,SEP,42.00
7198,Wundanyi,2016,SEP,35.70
7199,Voi,2016,SEP,37.50
7200,Mwatate,2016,SEP,34.50
7201,Mpeketoni,2016,SEP,31.30
7202,Mkunguni,2016,SEP,50.00
7203,Mokowe,2016,SEP,NA
7204,Mwembe  Tayari,2016,SEP,41.70
7205,Majengo,2016,SEP,40.00
7206,Sega,2016,SEP,40.00
7207,Kongowea,2016,SEP,38.50
7208,Hola,2016,SEP,35.00
7209,Garsen,2016,SEP,NA
7210,Bura  Tana,2016,SEP,33.30
7211,Runyenjes,2016,SEP,27.50
7212,Embu  Town,2016,SEP,29.10
7213,Siakago,2016,SEP,24.10
7214,Mwingi,2016,SEP,30.00
7215,Kalundu,2016,SEP,32.80
7216,Machakos  Town,2016,SEP,35.00
7217,Tawa,2016,SEP,30.00
7218,Tala,2016,SEP,30.00
7219,Maua,2016,SEP,NA
7220,Kianjai,2016,SEP,27.80
7221,Gakoromere,2016,SEP,33.30
7222,Chuka  Town,2016,SEP,31.00
7223,Kathwana,2016,SEP,29.60
7224,Wote,2016,SEP,NA
7225,Marsabit,2016,SEP,36.00
7226,Kibuye,2016,SEP,34.10
7227,Ahero,2016,SEP,34.60
7228,Kiboswa,2016,SEP,38.70
7229,Sondu,2016,SEP,34.40
7230,Bondo,2016,SEP,NA
7231,Akala,2016,SEP,36.40
7232,Siaya,2016,SEP,39.70
7233,Ngiya,2016,SEP,34.70
7234,Unguja,2016,SEP,33.20
7235,Kegonga,2016,SEP,31.50
7236,Homabay,2016,SEP,32.00
7237,Oyugis,2016,SEP,26.40
7238,Kehacha,2016,SEP,34.80
7239,Migori,2016,SEP,26.10
7240,Turkana,2016,SEP,53.50
7241,Kabarnet,2016,SEP,NA
7242,Kimulot,2016,SEP,32.00
7243,Sotik,2016,SEP,33.00
7244,Fort  Ternan,2016,SEP,30.00
7245,Bomet,2016,SEP,36.00
7246,Muthurwa  Narok,2016,SEP,32.00
7247,Nakuru  Town,2016,SEP,48.90
7248,Mulot,2016,SEP,NA
7249,Kitale,2016,SEP,35.40
7250,Kapenguria,2016,SEP,NA
7251,Eldoret,2016,SEP,32.00
7252,Burn  Forest,2016,SEP,40.00
7253,Turbo,2016,SEP,37.50
7254,Kipkaren,2016,SEP,40.00
7255,Iten,2016,SEP,32.70
7256,Kajiado,2016,SEP,50.00
7257,Bungoma  Town,2016,SEP,30.10
7258,Kimilili,2016,SEP,NA
7259,Kapsokwony,2016,SEP,35.20
7260,Bumala,2016,SEP,40.50
7261,Busia  Town,2016,SEP,36.90
7262,Butere,2016,SEP,23.10
7263,Kakamega,2016,SEP,32.50
7264,Mumias,2016,SEP,24.00
7265,Mundeta,2016,SEP,31.00
7266,Cheptula,2016,SEP,34.50
7267,Mbale,2016,SEP,35.00
7268,Muthurwa,2016,SEP,45.50
7269,Kawangware,2016,SEP,45.20
7270,Burma,2016,SEP,45.00
7271,Gikomba,2016,SEP,42.90
7272,Kangemi,2016,SEP,47.60
7273,Korokocho,2016,SEP,42.90
7274,Toi,2016,SEP,42.90
8065,Kiambu,2016,OCT,40.00
8066,Limuru,2016,OCT,38.80
8067,Thika,2016,OCT,40.00
8068,Gatundu,2016,OCT,35.00
8069,Kutus,2016,OCT,36.00
8070,Sagana,2016,OCT,33.40
8071,Kerugoya,2016,OCT,35.60
8072,Muthithi,2016,OCT,34.10
8073,Makuyu,2016,OCT,NA
8074,Kiriaini,2016,OCT,37.50
8075,Ol  Kalou,2016,OCT,50.00
8076,Ndaragwa,2016,OCT,40.00
8077,Nyeri,2016,OCT,36.30
8078,Endarasha,2016,OCT,35.00
8079,Karatina,2016,OCT,31.90
8080,Gakindu,2016,OCT,38.80
8081,Nanyuki,2016,OCT,44.40
8082,Nyahururu,2016,OCT,34.90
8083,Ukunda,2016,OCT,41.00
8084,Kwale,2016,OCT,41.40
8085,Wundanyi,2016,OCT,36.00
8086,Voi,2016,OCT,37.00
8087,Mwatate,2016,OCT,35.30
8088,Mpeketoni,2016,OCT,33.30
8089,Mkunguni,2016,OCT,50.00
8090,Mokowe,2016,OCT,50.00
8091,Mwembe  Tayari,2016,OCT,40.00
8092,Majengo,2016,OCT,40.00
8093,Sega,2016,OCT,40.00
8094,Kongowea,2016,OCT,39.00
8095,Hola,2016,OCT,40.00
8096,Garsen,2016,OCT,40.00
8097,Bura  Tana,2016,OCT,40.00
8098,Runyenjes,2016,OCT,29.70
8099,Embu  Town,2016,OCT,31.80
8100,Siakago,2016,OCT,31.80
8101,Mwingi,2016,OCT,33.30
8102,Kalundu,2016,OCT,NA
8103,Machakos  Town,2016,OCT,42.00
8104,Tawa,2016,OCT,29.80
8105,Tala,2016,OCT,31.00
8106,Maua,2016,OCT,44.40
8107,Kianjai,2016,OCT,34.60
8108,Gakoromere,2016,OCT,35.30
8109,Chuka  Town,2016,OCT,35.40
8110,Kathwana,2016,OCT,33.10
8111,Wote,2016,OCT,30.80
8112,Marsabit,2016,OCT,39.30
8113,Kibuye,2016,OCT,34.00
8114,Ahero,2016,OCT,36.30
8115,Kiboswa,2016,OCT,45.10
8116,Sondu,2016,OCT,37.40
8117,Bondo,2016,OCT,NA
8118,Akala,2016,OCT,38.30
8119,Siaya,2016,OCT,39.90
8120,Ngiya,2016,OCT,36.80
8121,Unguja,2016,OCT,36.70
8122,Kegonga,2016,OCT,43.50
8123,Homabay,2016,OCT,34.10
8124,Oyugis,2016,OCT,32.40
8125,Kehacha,2016,OCT,NA
8126,Migori,2016,OCT,34.80
8127,Turkana,2016,OCT,43.20
8128,Kabarnet,2016,OCT,NA
8129,Kimulot,2016,OCT,32.00
8130,Sotik,2016,OCT,36.00
8131,Fort  Ternan,2016,OCT,30.00
8132,Bomet,2016,OCT,34.70
8133,Muthurwa  Narok,2016,OCT,34.00
8134,Nakuru  Town,2016,OCT,47.50
8135,Mulot,2016,OCT,NA
8136,Kitale,2016,OCT,32.10
8137,Kapenguria,2016,OCT,NA
8138,Eldoret,2016,OCT,32.00
8139,Burn  Forest,2016,OCT,46.30
8140,Turbo,2016,OCT,34.00
8141,Kipkaren,2016,OCT,34.00
8142,Iten,2016,OCT,34.10
8143,Kajiado,2016,OCT,45.00
8144,Bungoma  Town,2016,OCT,28.90
8145,Kimilili,2016,OCT,21.80
8146,Kapsokwony,2016,OCT,25.70
8147,Bumala,2016,OCT,40.50
8148,Busia  Town,2016,OCT,40.50
8149,Butere,2016,OCT,28.30
8150,Kakamega,2016,OCT,34.40
8151,Mumias,2016,OCT,26.00
8152,Mundeta,2016,OCT,34.90
8153,Cheptula,2016,OCT,32.10
8154,Mbale,2016,OCT,32.50
8155,Muthurwa,2016,OCT,42.90
8156,Kawangware,2016,OCT,45.30
8157,Burma,2016,OCT,50.00
8158,Gikomba,2016,OCT,43.20
8159,Kangemi,2016,OCT,45.00
8160,Korokocho,2016,OCT,45.00
8161,Toi,2016,OCT,45.00
8952,Kiambu,2016,NOV,40.00
8953,Limuru,2016,NOV,40.00
8954,Thika,2016,NOV,40.00
8955,Gatundu,2016,NOV,NA
8956,Kutus,2016,NOV,35.70
8957,Sagana,2016,NOV,38.10
8958,Kerugoya,2016,NOV,38.20
8959,Muthithi,2016,NOV,34.10
8960,Makuyu,2016,NOV,37.30
8961,Kiriaini,2016,NOV,37.00
8962,Ol  Kalou,2016,NOV,45.00
8963,Ndaragwa,2016,NOV,40.50
8964,Nyeri,2016,NOV,40.00
8965,Endarasha,2016,NOV,35.00
8966,Karatina,2016,NOV,30.00
8967,Gakindu,2016,NOV,40.00
8968,Nanyuki,2016,NOV,44.70
8969,Nyahururu,2016,NOV,31.80
8970,Ukunda,2016,NOV,40.00
8971,Kwale,2016,NOV,41.80
8972,Wundanyi,2016,NOV,37.00
8973,Voi,2016,NOV,38.00
8974,Mwatate,2016,NOV,35.00
8975,Mpeketoni,2016,NOV,33.80
8976,Mkunguni,2016,NOV,50.00
8977,Mokowe,2016,NOV,50.00
8978,Mwembe  Tayari,2016,NOV,40.00
8979,Majengo,2016,NOV,40.00
8980,Sega,2016,NOV,40.00
8981,Kongowea,2016,NOV,40.00
8982,Hola,2016,NOV,38.80
8983,Garsen,2016,NOV,NA
8984,Bura  Tana,2016,NOV,45.00
8985,Runyenjes,2016,NOV,33.10
8986,Embu  Town,2016,NOV,33.00
8987,Siakago,2016,NOV,33.30
8988,Mwingi,2016,NOV,35.00
8989,Kalundu,2016,NOV,35.00
8990,Machakos  Town,2016,NOV,35.00
8991,Tawa,2016,NOV,32.50
8992,Tala,2016,NOV,35.00
8993,Maua,2016,NOV,45.20
8994,Kianjai,2016,NOV,38.90
8995,Gakoromere,2016,NOV,38.90
8996,Chuka  Town,2016,NOV,34.90
8997,Kathwana,2016,NOV,35.30
8998,Wote,2016,NOV,33.00
8999,Marsabit,2016,NOV,40.00
9000,Kibuye,2016,NOV,34.60
9001,Ahero,2016,NOV,37.20
9002,Kiboswa,2016,NOV,35.60
9003,Sondu,2016,NOV,38.60
9004,Bondo,2016,NOV,NA
9005,Akala,2016,NOV,37.10
9006,Siaya,2016,NOV,37.60
9007,Ngiya,2016,NOV,35.10
9008,Unguja,2016,NOV,35.60
9009,Kegonga,2016,NOV,43.50
9010,Homabay,2016,NOV,36.10
9011,Oyugis,2016,NOV,36.70
9012,Kehacha,2016,NOV,39.10
9013,Migori,2016,NOV,39.10
9014,Turkana,2016,NOV,45.50
9015,Kabarnet,2016,NOV,NA
9016,Kimulot,2016,NOV,NA
9017,Sotik,2016,NOV,NA
9018,Fort  Ternan,2016,NOV,NA
9019,Bomet,2016,NOV,NA
9020,Muthurwa  Narok,2016,NOV,32.00
9021,Nakuru  Town,2016,NOV,44.30
9022,Mulot,2016,NOV,NA
9023,Kitale,2016,NOV,31.30
9024,Kapenguria,2016,NOV,NA
9025,Eldoret,2016,NOV,32.00
9026,Burn  Forest,2016,NOV,33.80
9027,Turbo,2016,NOV,28.80
9028,Kipkaren,2016,NOV,30.50
9029,Iten,2016,NOV,NA
9030,Kajiado,2016,NOV,50.00
9031,Bungoma  Town,2016,NOV,32.40
9032,Kimilili,2016,NOV,26.50
9033,Kapsokwony,2016,NOV,26.80
9034,Bumala,2016,NOV,40.50
9035,Busia  Town,2016,NOV,40.50
9036,Butere,2016,NOV,31.80
9037,Kakamega,2016,NOV,35.00
9038,Mumias,2016,NOV,29.50
9039,Mundeta,2016,NOV,32.70
9040,Cheptula,2016,NOV,34.90
9041,Mbale,2016,NOV,NA
9042,Muthurwa,2016,NOV,45.50
9043,Kawangware,2016,NOV,NA
9044,Burma,2016,NOV,50.00
9045,Gikomba,2016,NOV,45.20
9046,Kangemi,2016,NOV,45.20
9047,Korokocho,2016,NOV,42.90
9048,Toi,2016,NOV,42.90
9839,Kiambu,2016,DEC,40.00
9840,Limuru,2016,DEC,40.00
9841,Thika,2016,DEC,NA
9842,Gatundu,2016,DEC,NA
9843,Kutus,2016,DEC,37.50
9844,Sagana,2016,DEC,41.30
9845,Kerugoya,2016,DEC,40.90
9846,Muthithi,2016,DEC,35.00
9847,Makuyu,2016,DEC,38.10
9848,Kiriaini,2016,DEC,37.90
9849,Ol  Kalou,2016,DEC,45.00
9850,Ndaragwa,2016,DEC,NA
9851,Nyeri,2016,DEC,40.00
9852,Endarasha,2016,DEC,35.00
9853,Karatina,2016,DEC,30.00
9854,Gakindu,2016,DEC,40.00
9855,Nanyuki,2016,DEC,48.20
9856,Nyahururu,2016,DEC,31.80
9857,Ukunda,2016,DEC,40.00
9858,Kwale,2016,DEC,40.00
9859,Wundanyi,2016,DEC,NA
9860,Voi,2016,DEC,38.00
9861,Mwatate,2016,DEC,NA
9862,Mpeketoni,2016,DEC,40.00
9863,Mkunguni,2016,DEC,50.00
9864,Mokowe,2016,DEC,50.00
9865,Mwembe  Tayari,2016,DEC,40.00
9866,Majengo,2016,DEC,40.00
9867,Sega,2016,DEC,40.00
9868,Kongowea,2016,DEC,40.00
9869,Hola,2016,DEC,40.00
9870,Garsen,2016,DEC,NA
9871,Bura  Tana,2016,DEC,45.00
9872,Runyenjes,2016,DEC,36.40
9873,Embu  Town,2016,DEC,36.40
9874,Siakago,2016,DEC,33.00
9875,Mwingi,2016,DEC,35.00
9876,Kalundu,2016,DEC,35.00
9877,Machakos  Town,2016,DEC,35.00
9878,Tawa,2016,DEC,35.00
9879,Tala,2016,DEC,NA
9880,Maua,2016,DEC,NA
9881,Kianjai,2016,DEC,NA
9882,Gakoromere,2016,DEC,38.90
9883,Chuka  Town,2016,DEC,NA
9884,Kathwana,2016,DEC,39.00
9885,Wote,2016,DEC,NA
9886,Marsabit,2016,DEC,38.00
9887,Kibuye,2016,DEC,37.10
9888,Ahero,2016,DEC,39.30
9889,Kiboswa,2016,DEC,36.80
9890,Sondu,2016,DEC,38.10
9891,Bondo,2016,DEC,NA
9892,Akala,2016,DEC,NA
9893,Siaya,2016,DEC,NA
9894,Ngiya,2016,DEC,33.50
9895,Unguja,2016,DEC,NA
9896,Kegonga,2016,DEC,47.80
9897,Homabay,2016,DEC,36.20
9898,Oyugis,2016,DEC,37.50
9899,Kehacha,2016,DEC,43.50
9900,Migori,2016,DEC,43.50
9901,Turkana,2016,DEC,NA
9902,Kabarnet,2016,DEC,NA
9903,Kimulot,2016,DEC,NA
9904,Sotik,2016,DEC,NA
9905,Fort  Ternan,2016,DEC,NA
9906,Bomet,2016,DEC,NA
9907,Muthurwa  Narok,2016,DEC,NA
9908,Nakuru  Town,2016,DEC,34.30
9909,Mulot,2016,DEC,NA
9910,Kitale,2016,DEC,30.20
9911,Kapenguria,2016,DEC,NA
9912,Eldoret,2016,DEC,32.00
9913,Burn  Forest,2016,DEC,35.00
9914,Turbo,2016,DEC,29.40
9915,Kipkaren,2016,DEC,29.40
9916,Iten,2016,DEC,27.20
