,Year,Month,p10,p30,p50,p70,mean,County,CountyID
2653,2011,9,7,16,23,32,25.67,Kilifi,64
2654,2011,10,10,17,24,32,26.1,Kilifi,64
2655,2011,11,29,39,46,53,46.29,Kilifi,64
2656,2011,12,42,54,62,69,60.83,Kilifi,64
2657,2012,1,36,51,63,73,61.08,Kilifi,64
2658,2012,2,19,33,46,59,46.77,Kilifi,64
2659,2012,3,11,23,34,47,36.74,Kilifi,64
2660,2012,4,8,17,25,35,27.68,Kilifi,64
2661,2012,5,7,14,21,30,23.95,Kilifi,64
2662,2012,6,9,17,26,36,27.87,Kilifi,64
2663,2012,7,10,19,29,41,31.62,Kilifi,64
2664,2012,8,11,22,31,43,33.59,Kilifi,64
2665,2012,9,14,27,37,46,37.03,Kilifi,64
2666,2012,10,16,29,39,49,39.24,Kilifi,64
2667,2012,11,26,38,49,58,48,Kilifi,64
2668,2012,12,40,53,63,71,61.36,Kilifi,64
2669,2013,1,43,57,66,75,65.19,Kilifi,64
2670,2013,2,30,43,52,61,52.28,Kilifi,64
2671,2013,3,21,35,45,56,45.71,Kilifi,64
2672,2013,4,24,41,53,65,52.46,Kilifi,64
2673,2013,5,22,37,50,64,50.75,Kilifi,64
2674,2013,6,27,42,53,64,52.78,Kilifi,64
2675,2013,7,25,40,51,61,50.23,Kilifi,64
2676,2013,8,16,27,38,50,39.4,Kilifi,64
2677,2013,9,22,33,41,51,42.06,Kilifi,64
2678,2013,10,29,40,48,56,48.01,Kilifi,64
2679,2013,11,24,36,45,54,44.84,Kilifi,64
2680,2013,12,18,30,39,48,39.52,Kilifi,64
2681,2014,1,22,34,43,52,43.03,Kilifi,64
2682,2014,2,21,34,44,53,43.72,Kilifi,64
2683,2014,3,16,28,37,47,37.94,Kilifi,64
2684,2014,4,23,37,47,57,46.53,Kilifi,64
2685,2014,5,25,41,53,63,51.45,Kilifi,64
2686,2014,6,33,48,58,68,56.92,Kilifi,64
2687,2014,7,35,54,64,72,61.13,Kilifi,64
2688,2014,8,33,49,60,69,57.88,Kilifi,64
2689,2014,9,35,51,60,69,58.94,Kilifi,64
2690,2014,10,34,50,60,70,58.67,Kilifi,64
2691,2014,11,34,49,59,69,58.26,Kilifi,64
2692,2014,12,39,52,61,70,60.67,Kilifi,64
2693,2015,1,38,51,59,67,58.14,Kilifi,64
2694,2015,2,27,38,46,54,45.73,Kilifi,64
2695,2015,3,16,26,34,43,35.16,Kilifi,64
2696,2015,4,18,30,39,49,40.02,Kilifi,64
2697,2015,5,24,38,49,60,48.68,Kilifi,64
2698,2015,6,41,54,62,70,61.32,Kilifi,64
2699,2015,7,49,59,66,73,65.76,Kilifi,64
2700,2015,8,39,52,61,69,59.95,Kilifi,64
2701,2015,9,33,45,54,63,53.82,Kilifi,64
2702,2015,10,27,38,46,55,46.52,Kilifi,64
2703,2015,11,29,40,48,55,47.43,Kilifi,64
2704,2015,12,37,50,58,65,56.85,Kilifi,64
2705,2016,1,39,53,62,70,60.62,Kilifi,64
2706,2016,2,26,41,51,60,49.66,Kilifi,64
2707,2016,3,18,33,43,53,43.13,Kilifi,64
2708,2016,4,12,25,35,46,36.01,Kilifi,64
2709,2016,5,19,31,41,51,41.66,Kilifi,64
2710,2016,6,18,31,41,51,41.26,Kilifi,64
2711,2016,7,12.2,23,31,42,33.3,Kilifi,64
2712,2016,8,9,19,28,38,29.4,Kilifi,64
2713,2016,9,10,20,28,36,29.03,Kilifi,64
2714,2016,10,8,16,23,32,25.24,Kilifi,64
2715,2016,11,4,9,14,20,15.83,Kilifi,64
2716,2016,12,3,7,10,15,12.86,Kilifi,64
2717,2017,1,1,12,21,31,22.35,Kilifi,64
2718,2017,2,-4,10,21,32,21.42,Kilifi,64
2719,2017,3,-8,5,15,26,16.6,Kilifi,64
2720,2017,4,-8,4,14,26,15.98,Kilifi,64
2721,2017,5,-7,6,16,27,17.37,Kilifi,64
2722,2017,6,4,20,31,43,31.08,Kilifi,64
2723,2017,7,12,29,42,53,41.05,Kilifi,64
2724,2017,8,11,26,37,48,37.11,Kilifi,64
2725,2017,9,14,26,34,44,34.98,Kilifi,64
2726,2017,10,17,29,37,46,37.5,Kilifi,64
2727,2017,11,14,26,34,43,34.96,Kilifi,64
2728,2017,12,19,32,41,50,41.39,Kilifi,64
2729,2018,1,21,36,46,55,44.97,Kilifi,64
2730,2018,2,10,25,35,45,34.56,Kilifi,64
2731,2001,12,-4,17,31,47,31.56,Kirinyaga,2
2732,2002,1,9,27,38,50,37.81,Kirinyaga,2
2733,2002,2,16,31,41,51,40.85,Kirinyaga,2
2734,2002,3,18,28,37,47,38.15,Kirinyaga,2
2735,2002,4,24,37,48,58,47.73,Kirinyaga,2
2736,2002,5,25,40,51,63,51.7,Kirinyaga,2
2737,2002,6,30,44,54,65,54.69,Kirinyaga,2
2738,2002,7,44,57,65,73,64.64,Kirinyaga,2
2739,2002,8,51,62,68,74,67.05,Kirinyaga,2
2740,2002,9,43,57,65,73,63.69,Kirinyaga,2
2741,2002,10,35,49,60,70,58.91,Kirinyaga,2
2742,2002,11,33,46,56,64,54.87,Kirinyaga,2
2743,2002,12,46,59,66,74,64.9,Kirinyaga,2
2744,2003,1,40,56,68,77,65.6,Kirinyaga,2
2745,2003,2,46,57,65,71,63.23,Kirinyaga,2
2746,2003,3,31,41,49,62,52.29,Kirinyaga,2
2747,2003,4,21,32,42,57,46.45,Kirinyaga,2
2748,2003,5,20,33,43,53,43.41,Kirinyaga,2
2749,2003,6,39,52,61,69,59.77,Kirinyaga,2
2750,2003,7,55,71,79,85,75.51,Kirinyaga,2
2751,2003,8,63,74,80,85,77.43,Kirinyaga,2
2752,2003,9,58,71,78,83,74.91,Kirinyaga,2
2753,2003,10,53,67,74,80,71.83,Kirinyaga,2
2754,2003,11,42,53,60,67,59.59,Kirinyaga,2
2755,2003,12,42,53,61,68,60.18,Kirinyaga,2
2756,2004,1,50,60,67,73,65.77,Kirinyaga,2
2757,2004,2,53,65,72,78,70.47,Kirinyaga,2
2758,2004,3,47,58,65,72,64.56,Kirinyaga,2
2759,2004,4,38,48,55,63,55.71,Kirinyaga,2
2760,2004,5,36,47,55,64,55.51,Kirinyaga,2
2761,2004,6,50,60,67,74,66.71,Kirinyaga,2
2762,2004,7,42,56,64,71,62.03,Kirinyaga,2
2763,2004,8,31,50,64,73,59.46,Kirinyaga,2
2764,2004,9,22,38,55,72,54.67,Kirinyaga,2
2765,2004,10,14,25,36,53,41.64,Kirinyaga,2
2766,2004,11,22,34,42,51,42.89,Kirinyaga,2
2767,2004,12,40,52,59,66,57.92,Kirinyaga,2
2768,2005,1,53,63,69,74,67.3,Kirinyaga,2
2769,2005,2,38,48,55,64,56.55,Kirinyaga,2
2770,2005,3,21,30,38,53,42.61,Kirinyaga,2
2771,2005,4,14,24,36,54,40.09,Kirinyaga,2
2772,2005,5,29,41,52,62,52.08,Kirinyaga,2
2773,2005,6,51,62,68,74,66.91,Kirinyaga,2
2774,2005,7,54,64,71,78,70.2,Kirinyaga,2
2775,2005,8,31,40,48,58,50.23,Kirinyaga,2
2776,2005,9,38,47,54,61,54.83,Kirinyaga,2
2777,2005,10,43,53,61,68,60.07,Kirinyaga,2
2778,2005,11,35,48,57,65,56.42,Kirinyaga,2
2779,2005,12,36,51,60,68,58.14,Kirinyaga,2
2780,2006,1,28,41,49,63,52.67,Kirinyaga,2
2781,2006,2,16,25,33,51,41.92,Kirinyaga,2
2782,2006,3,15,23,32,43,34.65,Kirinyaga,2
2783,2006,4,30,40,47,54,47.22,Kirinyaga,2
2784,2006,5,40,55,64,71,61.37,Kirinyaga,2
2785,2006,6,47,58,65,71,63.63,Kirinyaga,2
2786,2006,7,43,53,61,68,60.01,Kirinyaga,2
2787,2006,8,41,53,63,72,62.2,Kirinyaga,2
2788,2006,9,28,42,50,59,49.94,Kirinyaga,2
2789,2006,10,30,45,55,66,54.68,Kirinyaga,2
2790,2006,11,32,47,58,67,56.54,Kirinyaga,2
2791,2006,12,38,49,58,66,57.36,Kirinyaga,2
2792,2007,1,27,51,70,79,62.77,Kirinyaga,2
2793,2007,2,35,63,76,82,68.4,Kirinyaga,2
2794,2007,3,51,62,68,74,66.97,Kirinyaga,2
2795,2007,4,37,47,55,64,55.67,Kirinyaga,2
2796,2007,5,33,46,56,66,55.68,Kirinyaga,2
2797,2007,6,48,58,66,72,65.1,Kirinyaga,2
2798,2007,7,45,59,65,71,63.08,Kirinyaga,2
2799,2007,8,38,55,63,70,60.58,Kirinyaga,2
2800,2007,9,40,55,63,71,61.67,Kirinyaga,2
2801,2007,10,47,61,71,79,69.22,Kirinyaga,2
2802,2007,11,49,64,72,78,69.48,Kirinyaga,2
2803,2007,12,45,58,67,75,65.38,Kirinyaga,2
2804,2008,1,45,55,63,74,64.28,Kirinyaga,2
2805,2008,2,49,57,64,73,65.22,Kirinyaga,2
2806,2008,3,40,51,58,66,58.21,Kirinyaga,2
2807,2008,4,36,46,54,62,54.51,Kirinyaga,2
2808,2008,5,40,53,61,69,60.46,Kirinyaga,2
2809,2008,6,37,49,57,65,56.64,Kirinyaga,2
2810,2008,7,36,50,62,72,60.65,Kirinyaga,2
2811,2008,8,27,41,51,61,50.14,Kirinyaga,2
2812,2008,9,28,40,50,59,49.07,Kirinyaga,2
2813,2008,10,32,44,53,61,52.2,Kirinyaga,2
2814,2008,11,40,53,61,69,60.27,Kirinyaga,2
2815,2008,12,39,51,59,68,59.43,Kirinyaga,2
2816,2009,1,21,29,39,59,45.72,Kirinyaga,2
2817,2009,2,16,25,34,46,37.53,Kirinyaga,2
2818,2009,3,19,29,39,50,40.33,Kirinyaga,2
2819,2009,4,19,30,41,55,43.71,Kirinyaga,2
2820,2009,5,24,36,46,58,47.89,Kirinyaga,2
2821,2009,6,49,62,70,76,67.7,Kirinyaga,2
2822,2009,7,48,63,74,82,70.3,Kirinyaga,2
2823,2009,8,28,45,61,77,59.48,Kirinyaga,2
2824,2009,9,14,26,38,60,42.87,Kirinyaga,2
2825,2009,10,6,13,25,50,33.57,Kirinyaga,2
2826,2009,11,14,22,30,46,35.49,Kirinyaga,2
2827,2009,12,23,35,42,51,42.77,Kirinyaga,2
2828,2010,1,34,46,54,61,52.94,Kirinyaga,2
2829,2010,2,45,57,63,69,62.11,Kirinyaga,2
2830,2010,3,46,61,69,77,67.67,Kirinyaga,2
2831,2010,4,43,63,73,81,69.14,Kirinyaga,2
2832,2010,5,51,63,70,77,68.74,Kirinyaga,2
2833,2010,6,38,48,55,61,54.39,Kirinyaga,2
2834,2010,7,33,42,49,57,49.93,Kirinyaga,2
2835,2010,8,26,36,44,53,45.2,Kirinyaga,2
2836,2010,9,26,35,43,51,44.01,Kirinyaga,2
2837,2010,10,26,37,45,53,44.9,Kirinyaga,2
2838,2010,11,28,38,46,54,46.24,Kirinyaga,2
2839,2010,12,25,37,45,55,45.87,Kirinyaga,2
2840,2011,1,18,33,45,61,46.79,Kirinyaga,2
2841,2011,2,6,21,33,52,38.58,Kirinyaga,2
2842,2011,3,7,16,29,48,34.97,Kirinyaga,2
2843,2011,4,13,24,37,50,37.81,Kirinyaga,2
2844,2011,5,29,44,53,61,51.29,Kirinyaga,2
2845,2011,6,38,53,62,71,60.22,Kirinyaga,2
2846,2011,7,40,60,69,76,65.58,Kirinyaga,2
2847,2011,8,32,49,61,70,58.05,Kirinyaga,2
2848,2011,9,23,33,40,48,40.66,Kirinyaga,2
2849,2011,10,14,24,33,42,35.07,Kirinyaga,2
2850,2011,11,30,43,52,60,51.74,Kirinyaga,2
2851,2011,12,38,56,68,76,64.01,Kirinyaga,2
2852,2012,1,56,66,72,76,69.82,Kirinyaga,2
2853,2012,2,38,47,53,64,56.56,Kirinyaga,2
2854,2012,3,21,31,40,54,44.09,Kirinyaga,2
2855,2012,4,14,22,32,46,35.29,Kirinyaga,2
2856,2012,5,22,34,43,53,43.61,Kirinyaga,2
2857,2012,6,30,42,50,57,49.11,Kirinyaga,2
2858,2012,7,29,40,49,57,48.33,Kirinyaga,2
2859,2012,8,30,41,49,56,48.61,Kirinyaga,2
2860,2012,9,35,45,52,59,51.9,Kirinyaga,2
2861,2012,10,40,51,58,65,57.61,Kirinyaga,2
2862,2012,11,38,51,59,66,57.76,Kirinyaga,2
2863,2012,12,49,62,69,75,67.01,Kirinyaga,2
2864,2013,1,50,67,75,81,71.3,Kirinyaga,2
2865,2013,2,56,70,75,81,73.04,Kirinyaga,2
2866,2013,3,48,58,64,70,63.13,Kirinyaga,2
2867,2013,4,42,52,60,68,60.11,Kirinyaga,2
2868,2013,5,40,54,63,71,61.67,Kirinyaga,2
2869,2013,6,44,56,62,69,61.45,Kirinyaga,2
2870,2013,7,25,37,48,55,46.63,Kirinyaga,2
2871,2013,8,20,29,37,44,37.29,Kirinyaga,2
2872,2013,9,26,36,45,53,45.22,Kirinyaga,2
2873,2013,10,31,44,54,63,53.09,Kirinyaga,2
2874,2013,11,25,40,56,71,55.08,Kirinyaga,2
2875,2013,12,27,38,49,62,50.37,Kirinyaga,2
2876,2014,1,34,44,52,59,52.12,Kirinyaga,2
2877,2014,2,27,38,46,53,45.15,Kirinyaga,2
2878,2014,3,41,51,59,66,58.53,Kirinyaga,2
2879,2014,4,50,62,69,76,67.91,Kirinyaga,2
2880,2014,5,54,67,75,81,72.47,Kirinyaga,2
2881,2014,6,40,51,59,66,58.12,Kirinyaga,2
2882,2014,7,26,40,49,58,48.38,Kirinyaga,2
2883,2014,8,19,34,43,51,41.92,Kirinyaga,2
2884,2014,9,30,45,57,66,54.56,Kirinyaga,2
2885,2014,10,34,54,65,73,61.14,Kirinyaga,2
2886,2014,11,25,50,64,74,59.5,Kirinyaga,2
2887,2014,12,33,43,53,62,53.05,Kirinyaga,2
2888,2015,1,37,47,54,61,54.35,Kirinyaga,2
2889,2015,2,27,39,48,58,48.24,Kirinyaga,2
2890,2015,3,13,27,45,63,45.62,Kirinyaga,2
2891,2015,4,15,27,40,52,39.85,Kirinyaga,2
2892,2015,5,29,41,49,58,49.35,Kirinyaga,2
2893,2015,6,28,44,55,64,52.85,Kirinyaga,2
2894,2015,7,50,59,65,71,64.76,Kirinyaga,2
2895,2015,8,43,56,66,75,64.67,Kirinyaga,2
2896,2015,9,40,56,66,75,64.55,Kirinyaga,2
2897,2015,10,36,54,67,76,63.2,Kirinyaga,2
2898,2015,11,35,47,57,67,56.75,Kirinyaga,2
2899,2015,12,37,57,66,74,62.85,Kirinyaga,2
2900,2016,1,53,68,77,83,73.64,Kirinyaga,2
2901,2016,2,62,76,83,88,79.66,Kirinyaga,2
2902,2016,3,64,77,84,89,81.07,Kirinyaga,2
2903,2016,4,53,69,78,85,74.89,Kirinyaga,2
2904,2016,5,35,48,57,66,56.7,Kirinyaga,2
2905,2016,6,33,45,54,63,53.63,Kirinyaga,2
2906,2016,7,19,30,37,45,37.66,Kirinyaga,2
2907,2016,8,31,40,46,52,46.43,Kirinyaga,2
2908,2016,9,40,51,59,66,57.46,Kirinyaga,2
2909,2016,10,39,49,57,64,56.48,Kirinyaga,2
2910,2016,11,27,38,49,61,49.9,Kirinyaga,2
2911,2016,12,20,31,43,59,46.45,Kirinyaga,2
2912,2017,1,23,35,48,64,50.75,Kirinyaga,2
2913,2017,2,19,33,43,57,47.03,Kirinyaga,2
2914,2017,3,16,29,38,53,41.91,Kirinyaga,2
2915,2017,4,13,29,43,60,44.05,Kirinyaga,2
2916,2017,5,8,31,44,57,41.16,Kirinyaga,2
2917,2017,6,19,42,53,62,48.9,Kirinyaga,2
2918,2017,7,40,61,69,76,64.53,Kirinyaga,2
2919,2017,8,32,48,57,65,55.15,Kirinyaga,2
2920,2017,9,32,45,54,62,53.01,Kirinyaga,2
2921,2017,10,34,51,64,74,61.56,Kirinyaga,2
2922,2017,11,38,52,63,74,62.28,Kirinyaga,2
2923,2017,12,33,46,55,63,53.55,Kirinyaga,2
2924,2018,1,33,44,53,60,51.93,Kirinyaga,2
2925,2018,2,27,39,47,59,49.54,Kirinyaga,2
2926,2001,12,51,60,66,73,66.49,Kisii,60
2927,2002,1,53,60,66,71,65.69,Kisii,60
2928,2002,2,44,52,58,63,57.33,Kisii,60
2929,2002,3,45,53,59,64,58.35,Kisii,60
2930,2002,4,56,64,69,74,68.75,Kisii,60
2931,2002,5,61,70,75,80,74.24,Kisii,60
2932,2002,6,49,58,65,71,64.49,Kisii,60
2933,2002,7,30,40,47,54,47.11,Kisii,60
2934,2002,8,26,36,43,51,43.88,Kisii,60
2935,2002,9,18,29,38,48,38.91,Kisii,60
2936,2002,10,11,19,25,33,26.94,Kisii,60
2937,2002,11,10,17,23,31,25.22,Kisii,60
2938,2002,12,35,45,51,57,50.94,Kisii,60
2939,2003,1,51,62,68,74,67.53,Kisii,60
2940,2003,2,52,62,67,72,66.18,Kisii,60
2941,2003,3,31,41,47,54,47.51,Kisii,60
2942,2003,4,20,30,40,50,40.14,Kisii,60
2943,2003,5,23,35,45,55,44.59,Kisii,60
2944,2003,6,45,56,63,70,61.99,Kisii,60
2945,2003,7,50,61,68,74,66.84,Kisii,60
2946,2003,8,48,60,69,77,67.31,Kisii,60
2947,2003,9,43,55,64,72,63.08,Kisii,60
2948,2003,10,43,53,61,68,60.41,Kisii,60
2949,2003,11,46,59,66,73,64.86,Kisii,60
2950,2003,12,37,53,63,72,60.84,Kisii,60
2951,2004,1,36,52,62,71,60.42,Kisii,60
2952,2004,2,46,57,63,69,62.46,Kisii,60
2953,2004,3,49,58,64,70,63.99,Kisii,60
2954,2004,4,45,56,63,69,62.04,Kisii,60
2955,2004,5,39,49,56,63,55.71,Kisii,60
2956,2004,6,38,48,55,61,54.58,Kisii,60
2957,2004,7,25,33,40,47,41.07,Kisii,60
2958,2004,8,17,26,33,42,34.57,Kisii,60
2959,2004,9,21,30,37,45,37.96,Kisii,60
2960,2004,10,38,48,54,61,54.15,Kisii,60
2961,2004,11,33,44,53,61,52.59,Kisii,60
2962,2004,12,37,48,56,64,56.13,Kisii,60
2963,2005,1,50,58,64,70,63.65,Kisii,60
2964,2005,2,56,64,69,73,68.45,Kisii,60
2965,2005,3,49,58,64,70,63.46,Kisii,60
2966,2005,4,56,65,72,77,70.55,Kisii,60
2967,2005,5,56,65,70,75,69.72,Kisii,60
2968,2005,6,45,56,62,69,62.02,Kisii,60
2969,2005,7,30,40,48,55,47.85,Kisii,60
2970,2005,8,20,30,37,45,37.98,Kisii,60
2971,2005,9,27,37,44,52,44.82,Kisii,60
2972,2005,10,23,37,47,55,45.37,Kisii,60
2973,2005,11,35,47,54,61,53.73,Kisii,60
2974,2005,12,34,44,50,57,50.04,Kisii,60
2975,2006,1,19,25,29,34,29.79,Kisii,60
2976,2006,2,8,10,11,14,13.13,Kisii,60
2977,2006,3,10,13,17,22,19.31,Kisii,60
2978,2006,4,38,46,51,56,50.61,Kisii,60
2979,2006,5,56,66,73,78,71.02,Kisii,60
2980,2006,6,46,56,63,70,62.33,Kisii,60
2981,2006,7,26,35,42,49,42.54,Kisii,60
2982,2006,8,22,33,40,48,40.63,Kisii,60
2983,2006,9,15,24,31,40,32.76,Kisii,60
2984,2006,10,14,27,37,46,37.1,Kisii,60
2985,2006,11,17,30,41,51,40.94,Kisii,60
2986,2006,12,28,42,51,60,50.4,Kisii,60
2987,2007,1,46,58,66,73,64.78,Kisii,60
2988,2007,2,63,73,79,85,77.95,Kisii,60
2989,2007,3,70,77,82,86,81.04,Kisii,60
2990,2007,4,58,68,73,78,72.41,Kisii,60
2991,2007,5,48,60,68,75,66.69,Kisii,60
2992,2007,6,40,53,62,70,60.8,Kisii,60
2993,2007,7,38,51,59,66,57.92,Kisii,60
2994,2007,8,40,54,64,73,62.65,Kisii,60
2995,2007,9,43,55,64,73,63.19,Kisii,60
2996,2007,10,44,54,61,67,60.64,Kisii,60
2997,2007,11,36,46,53,60,52.68,Kisii,60
2998,2007,12,30,42,50,57,49.44,Kisii,60
2999,2008,1,38,48,55,62,54.8,Kisii,60
3000,2008,2,38,47,53,59,52.8,Kisii,60
3001,2008,3,25,37,46,54,45.52,Kisii,60
3002,2008,4,26,40,50,59,48.97,Kisii,60
3003,2008,5,34,47,55,62,53.6,Kisii,60
3004,2008,6,30,39,46,53,46.52,Kisii,60
3005,2008,7,21,31,39,47,39,Kisii,60
3006,2008,8,30,41,49,56,47.98,Kisii,60
3007,2008,9,40,51,58,64,57.09,Kisii,60
3008,2008,10,47,58,65,72,64.13,Kisii,60
3009,2008,11,56,66,73,79,71.46,Kisii,60
3010,2008,12,57,66,72,77,71.37,Kisii,60
3011,2009,1,35,44,50,56,49.66,Kisii,60
3012,2009,2,23,32,40,47,39.59,Kisii,60
3013,2009,3,30,40,47,55,47.17,Kisii,60
3014,2009,4,50,61,68,74,66.14,Kisii,60
3015,2009,5,48,59,65,71,64.11,Kisii,60
3016,2009,6,35,47,54,61,53.55,Kisii,60
3017,2009,7,22,30,37,44,37.29,Kisii,60
3018,2009,8,16,22,28,34,29.51,Kisii,60
3019,2009,9,20,29,36,43,36.24,Kisii,60
3020,2009,10,40,49,56,62,55.54,Kisii,60
3021,2009,11,47,58,66,72,64.57,Kisii,60
3022,2009,12,42,53,61,68,60.35,Kisii,60
3023,2010,1,48,57,64,70,63.14,Kisii,60
3024,2010,2,49,56,61,65,60.36,Kisii,60
3025,2010,3,52,61,67,72,65.98,Kisii,60
3026,2010,4,63,71,77,81,75.65,Kisii,60
3027,2010,5,67,75,80,85,79.1,Kisii,60
3028,2010,6,55,65,71,76,70.03,Kisii,60
3029,2010,7,41,50,56,62,55.92,Kisii,60
3030,2010,8,28,37,44,51,44.72,Kisii,60
3031,2010,9,19,28,35,43,36.42,Kisii,60
3032,2010,10,29,39,48,56,47.94,Kisii,60
3033,2010,11,46,57,64,72,64.05,Kisii,60
3034,2010,12,51,61,68,74,67.4,Kisii,60
3035,2011,1,49,57,63,68,62.27,Kisii,60
3036,2011,2,40,49,54,60,53.77,Kisii,60
3037,2011,3,30,41,49,55,47.67,Kisii,60
3038,2011,4,34,45,52,60,51.93,Kisii,60
3039,2011,5,38,48,54,60,53.69,Kisii,60
3040,2011,6,36,46,53,60,52.9,Kisii,60
3041,2011,7,32,43,51,58,50.53,Kisii,60
3042,2011,8,40,50,56,63,56.26,Kisii,60
3043,2011,9,42,53,60,66,59.11,Kisii,60
3044,2011,10,46,57,64,71,63.07,Kisii,60
3045,2011,11,57,68,74,80,72.98,Kisii,60
3046,2011,12,41,53,62,71,61.67,Kisii,60
3047,2012,1,43,51,58,65,58.3,Kisii,60
3048,2012,2,32,39,44,49,43.91,Kisii,60
3049,2012,3,17,23,27,32,27.75,Kisii,60
3050,2012,4,18,27,33,38,32.4,Kisii,60
3051,2012,5,28,40,48,55,46.76,Kisii,60
3052,2012,6,35,46,54,61,52.94,Kisii,60
3053,2012,7,40,51,58,65,57.51,Kisii,60
3054,2012,8,46,56,62,68,61.63,Kisii,60
3055,2012,9,45,55,62,69,61.71,Kisii,60
3056,2012,10,42,52,59,66,58.57,Kisii,60
3057,2012,11,49,60,67,73,65.67,Kisii,60
3058,2012,12,60,70,76,81,74.62,Kisii,60
3059,2013,1,62,72,78,83,76.43,Kisii,60
3060,2013,2,64,72,76,80,75.41,Kisii,60
3061,2013,3,54,62,68,73,67.08,Kisii,60
3062,2013,4,49,58,64,69,63.31,Kisii,60
3063,2013,5,47,57,63,70,62.65,Kisii,60
3064,2013,6,32,42,49,55,48.79,Kisii,60
3065,2013,7,26,35,42,49,42.53,Kisii,60
3066,2013,8,25,36,44,52,44,Kisii,60
3067,2013,9,33,45,53,61,52.64,Kisii,60
3068,2013,10,46,56,64,71,63.68,Kisii,60
3069,2013,11,52,62,69,75,67.93,Kisii,60
3070,2013,12,39,49,57,65,57.42,Kisii,60
3071,2014,1,51,61,67,72,66.03,Kisii,60
3072,2014,2,55,62,67,71,66.31,Kisii,60
3073,2014,3,42,52,59,65,58.2,Kisii,60
3074,2014,4,42,54,61,67,59.79,Kisii,60
3075,2014,5,42,51,57,64,57.56,Kisii,60
3076,2014,6,30,47,59,69,56.57,Kisii,60
3077,2014,7,30,47,60,69,56.86,Kisii,60
3078,2014,8,48,59,66,72,64.54,Kisii,60
3079,2014,9,49,60,67,74,66.5,Kisii,60
3080,2014,10,49,60,68,75,66.83,Kisii,60
3081,2014,11,52,63,69,75,67.81,Kisii,60
3082,2014,12,49,61,69,76,67.55,Kisii,60
3083,2015,1,47,58,64,70,62.89,Kisii,60
3084,2015,2,37,45,50,55,49.77,Kisii,60
3085,2015,3,13,19,23,28,24.02,Kisii,60
3086,2015,4,8,11,14,17,15.08,Kisii,60
3087,2015,5,13,17,22,27,23.53,Kisii,60
3088,2015,6,34,49,58,64,55.17,Kisii,60
3089,2015,7,61,72,77,82,75.46,Kisii,60
3090,2015,8,64,75,81,86,79.03,Kisii,60
3091,2015,9,45,57,66,73,64.43,Kisii,60
3092,2015,10,29,42,51,60,50.51,Kisii,60
3093,2015,11,19,30,41,53,41.71,Kisii,60
3094,2015,12,27,43,55,66,53.75,Kisii,60
3095,2016,1,56,69,76,83,74.58,Kisii,60
3096,2016,2,77,85,89,92,86.86,Kisii,60
3097,2016,3,67,77,83,87,80.61,Kisii,60
3098,2016,4,54,64,71,76,69.39,Kisii,60
3099,2016,5,39,52,60,67,59.05,Kisii,60
3100,2016,6,41,53,61,68,59.89,Kisii,60
3101,2016,7,39,52,60,67,58.26,Kisii,60
3102,2016,8,32,45,54,62,53.18,Kisii,60
3103,2016,9,23,38,48,56,46.81,Kisii,60
3104,2016,10,30,42,50,59,50.16,Kisii,60
3105,2016,11,38,50,57,65,56.7,Kisii,60
3106,2016,12,43,55,62,69,60.84,Kisii,60
3107,2017,1,28,40,47,54,45.88,Kisii,60
3108,2017,2,21,31,38,44,37.39,Kisii,60
3109,2017,3,32,42,48,55,48.28,Kisii,60
3110,2017,4,54,63,68,74,67.98,Kisii,60
3111,2017,5,52,64,70,77,69.73,Kisii,60
3112,2017,6,41,55,63,71,62.06,Kisii,60
3113,2017,7,24,40,50,58,48.15,Kisii,60
3114,2017,8,21,38,48,58,46.91,Kisii,60
3115,2017,9,23,39,50,60,48.49,Kisii,60
3116,2017,10,44,58,66,74,65.2,Kisii,60
3117,2017,11,56,68,74,81,73.39,Kisii,60
3118,2017,12,57,68,75,81,73.61,Kisii,60
3119,2018,1,43,53,60,65,58.51,Kisii,60
3120,2018,2,30,42,49,55,47.64,Kisii,60
3121,2001,12,43,55,63,70,62.08,Kisumu,25
3122,2002,1,40,49,56,63,56.15,Kisumu,25
3123,2002,2,39,48,54,60,53.65,Kisumu,25
3124,2002,3,40,50,56,62,55.79,Kisumu,25
3125,2002,4,54,62,67,72,66.64,Kisumu,25
3126,2002,5,53,64,70,77,69.31,Kisumu,25
3127,2002,6,39,51,60,68,59.45,Kisumu,25
3128,2002,7,20,33,43,52,43.03,Kisumu,25
3129,2002,8,15,26,35,45,37.19,Kisumu,25
3130,2002,9,12,23,33,44,34.66,Kisumu,25
3131,2002,10,11,21,32,44,33.73,Kisumu,25
3132,2002,11,16,30,40,51,40.38,Kisumu,25
3133,2002,12,44,55,62,69,61.24,Kisumu,25
3134,2003,1,65,75,81,85,78.92,Kisumu,25
3135,2003,2,60,68,72,77,72.14,Kisumu,25
3136,2003,3,32,39,44,49,45.17,Kisumu,25
3137,2003,4,24,32,38,44,38.58,Kisumu,25
3138,2003,5,36,47,54,60,52.69,Kisumu,25
3139,2003,6,51,65,74,81,71.43,Kisumu,25
3140,2003,7,54,72,82,89,77.85,Kisumu,25
3141,2003,8,52,70,79,86,75.03,Kisumu,25
3142,2003,9,48,64,73,81,70.34,Kisumu,25
3143,2003,10,38,52,63,72,61.18,Kisumu,25
