COUNTY,YEAR,MONTH,VCI3M
EMBU,2009,11,30.92
EMBU,2009,12,43
EMBU,2010,1,52
EMBU,2010,2,48.89
EMBU,2010,3,55.81
EMBU,2010,4,73.21
EMBU,2010,5,80.86
EMBU,2010,6,64.75
EMBU,2010,7,47.45
EMBU,2010,8,43.28
EMBU,2010,9,39.92
EMBU,2010,10,37.73
EMBU,2010,11,45.42
EMBU,2010,12,47.32
EMBU,2011,1,32.87
EMBU,2011,2,17.18
EMBU,2011,3,16.02
EMBU,2011,4,21.63
EMBU,2011,5,32.13
EMBU,2011,6,31.57
EMBU,2011,7,27.39
EMBU,2011,8,23.44
EMBU,2011,9,20.03
EMBU,2011,10,28.5
EMBU,2011,11,51.35
EMBU,2011,12,66.63
EMBU,2012,1,61.06
EMBU,2012,2,39.52
EMBU,2012,3,23.53
EMBU,2012,4,18.32
EMBU,2012,5,35.24
EMBU,2012,6,52.17
EMBU,2012,7,47.96
EMBU,2012,8,50.98
EMBU,2012,9,53.51
EMBU,2012,10,50.3
EMBU,2012,11,49.73
EMBU,2012,12,56.1
EMBU,2013,1,68.16
EMBU,2013,2,66.09
EMBU,2013,3,51.15
EMBU,2013,4,50.59
EMBU,2013,5,62.41
EMBU,2013,6,66.31
EMBU,2013,7,48.43
EMBU,2013,8,43.73
EMBU,2013,9,49.8
EMBU,2013,10,47.78
EMBU,2013,11,33.5
EMBU,2013,12,29.63
EMBU,2014,1,43.03
EMBU,2014,2,36.27
EMBU,2014,3,37.89
EMBU,2014,4,52.88
EMBU,2014,5,62.21
EMBU,2014,6,43.98
EMBU,2014,7,28.24
EMBU,2014,8,26.48
EMBU,2014,9,31.78
EMBU,2014,10,37
EMBU,2014,11,28.7
EMBU,2014,12,30.96
EMBU,2015,1,45.38
EMBU,2015,2,36.06
EMBU,2015,3,21.14
EMBU,2015,4,27.72
EMBU,2015,5,48.48
EMBU,2015,6,53.92
EMBU,2015,7,52.63
EMBU,2015,8,45.35
EMBU,2015,9,44.05
EMBU,2015,10,38.62
EMBU,2015,11,41.71
EMBU,2015,12,56.37
EMBU,2016,1,71.39
EMBU,2016,2,70.5
EMBU,2016,3,65.05
EMBU,2016,4,62.14
EMBU,2016,5,63.5
EMBU,2016,6,64.44
EMBU,2016,7,58.73
EMBU,2016,8,55.09
EMBU,2016,9,59.27
EMBU,2016,10,55.35
EMBU,2016,11,36.43
EMBU,2016,12,36.21
EMBU,2017,1,53.87
EMBU,2017,2,42.43
EMBU,2017,3,30.9
EMBU,2017,4,27.45
EMBU,2017,5,41.3
EMBU,2017,6,51.79
EMBU,2017,7,51.98
EMBU,2017,8,43.62
EMBU,2017,9,43.2
EMBU,2017,10,44.31
EMBU,2017,11,53.62
EMBU,2017,12,57.38
EMBU,2018,1,46.36
EMBU,2018,2,28.87
EMBU,2018,3,26.02
TanaRiver,2001,1,
TanaRiver,2001,2,
TanaRiver,2001,3,44.14
TanaRiver,2001,4,40.97
TanaRiver,2001,5,41
TanaRiver,2001,6,40.97
TanaRiver,2001,7,42.99
TanaRiver,2001,8,40.04
TanaRiver,2001,9,38.05
TanaRiver,2001,10,37.56
TanaRiver,2001,11,33.58
TanaRiver,2001,12,45.87
TanaRiver,2002,1,52.48
TanaRiver,2002,2,48.35
TanaRiver,2002,3,47.7
TanaRiver,2002,4,39.89
TanaRiver,2002,5,45.2
TanaRiver,2002,6,53.25
TanaRiver,2002,7,52.18
TanaRiver,2002,8,48.37
TanaRiver,2002,9,48.17
TanaRiver,2002,10,82.27
TanaRiver,2002,11,84.2
TanaRiver,2002,12,73.54
TanaRiver,2003,1,71.86
TanaRiver,2003,2,61.74
TanaRiver,2003,3,52.7
TanaRiver,2003,4,41.09
TanaRiver,2003,5,41.62
TanaRiver,2003,6,60.12
TanaRiver,2003,7,68.23
TanaRiver,2003,8,67.73
TanaRiver,2003,9,60.72
TanaRiver,2003,10,52.06
TanaRiver,2003,11,45.87
TanaRiver,2003,12,51.15
TanaRiver,2004,1,53.4
TanaRiver,2004,2,50.24
TanaRiver,2004,3,41.58
TanaRiver,2004,4,33.99
TanaRiver,2004,5,40.41
TanaRiver,2004,6,37.03
TanaRiver,2004,7,41.73
TanaRiver,2004,8,49.26
TanaRiver,2004,9,51.66
TanaRiver,2004,10,43.62
TanaRiver,2004,11,32.31
TanaRiver,2004,12,35.9
TanaRiver,2005,1,51.02
TanaRiver,2005,2,44.43
TanaRiver,2005,3,34.51
TanaRiver,2005,4,30.43
TanaRiver,2005,5,39.01
TanaRiver,2005,6,36.77
TanaRiver,2005,7,32.29
TanaRiver,2005,8,35.58
TanaRiver,2005,9,39.2
TanaRiver,2005,10,39.19
TanaRiver,2005,11,29.35
TanaRiver,2005,12,26.92
TanaRiver,2006,1,23.11
TanaRiver,2006,2,19.37
TanaRiver,2006,3,15.3
TanaRiver,2006,4,19.83
TanaRiver,2006,5,32.14
TanaRiver,2006,6,35.48
TanaRiver,2006,7,31.24
TanaRiver,2006,8,29.45
TanaRiver,2006,9,30.99
TanaRiver,2006,10,33.22
TanaRiver,2006,11,41.92
TanaRiver,2006,12,58.55
TanaRiver,2007,1,76.82
TanaRiver,2007,2,79.78
TanaRiver,2007,3,73.23
TanaRiver,2007,4,50.56
TanaRiver,2007,5,38.65
TanaRiver,2007,6,47.4
TanaRiver,2007,7,60.08
TanaRiver,2007,8,59.16
TanaRiver,2007,9,61.98
TanaRiver,2007,10,64.85
TanaRiver,2007,11,49.55
TanaRiver,2007,12,48.14
TanaRiver,2008,1,52.42
TanaRiver,2008,2,54.08
TanaRiver,2008,3,45.16
TanaRiver,2008,4,44.88
TanaRiver,2008,5,52.86
TanaRiver,2008,6,52.3
TanaRiver,2008,7,51.58
TanaRiver,2008,8,45.72
TanaRiver,2008,9,47.92
TanaRiver,2008,10,44.61
TanaRiver,2008,11,35.27
TanaRiver,2008,12,42.64
TanaRiver,2009,1,35.09
TanaRiver,2009,2,28.53
TanaRiver,2009,3,24.34
TanaRiver,2009,4,17.98
TanaRiver,2009,5,21.2
TanaRiver,2009,6,22.95
TanaRiver,2009,7,27.15
TanaRiver,2009,8,25.17
TanaRiver,2009,9,23.38
TanaRiver,2009,10,20.79
TanaRiver,2009,11,36.84
TanaRiver,2009,12,42.16
TanaRiver,2010,1,42.45
TanaRiver,2010,2,31.81
TanaRiver,2010,3,34.01
TanaRiver,2010,4,53.5
TanaRiver,2010,5,73.64
TanaRiver,2010,6,58.8
TanaRiver,2010,7,48.35
TanaRiver,2010,8,48.78
TanaRiver,2010,9,51.71
TanaRiver,2010,10,51.44
TanaRiver,2010,11,31.63
TanaRiver,2010,12,26.99
TanaRiver,2011,1,18.83
TanaRiver,2011,2,13.32
TanaRiver,2011,3,13.84
TanaRiver,2011,4,14.58
TanaRiver,2011,5,19.06
TanaRiver,2011,6,20.72
TanaRiver,2011,7,20.27
TanaRiver,2011,8,22.34
TanaRiver,2011,9,26.27
TanaRiver,2011,10,29.4
TanaRiver,2011,11,42.62
TanaRiver,2011,12,61.79
TanaRiver,2012,1,58.09
TanaRiver,2012,2,43
TanaRiver,2012,3,33.98
TanaRiver,2012,4,24.12
TanaRiver,2012,5,22.38
TanaRiver,2012,6,20.96
TanaRiver,2012,7,23.86
TanaRiver,2012,8,31.25
TanaRiver,2012,9,37.84
TanaRiver,2012,10,30.44
TanaRiver,2012,11,26
TanaRiver,2012,12,31.3
TanaRiver,2013,1,45.97
TanaRiver,2013,2,47.67
TanaRiver,2013,3,38.1
TanaRiver,2013,4,47.96
TanaRiver,2013,5,61.6
TanaRiver,2013,6,58.51
TanaRiver,2013,7,50.64
TanaRiver,2013,8,48.62
TanaRiver,2013,9,47.57
TanaRiver,2013,10,43
TanaRiver,2013,11,32.21
TanaRiver,2013,12,26.07
TanaRiver,2014,1,33.54
TanaRiver,2014,2,31.51
TanaRiver,2014,3,26.19
TanaRiver,2014,4,40.03
TanaRiver,2014,5,52.51
TanaRiver,2014,6,51.83
TanaRiver,2014,7,45.32
TanaRiver,2014,8,36.53
TanaRiver,2014,9,38.28
TanaRiver,2014,10,36.48
TanaRiver,2014,11,27.98
TanaRiver,2014,12,41.71
TanaRiver,2015,1,44.27
TanaRiver,2015,2,34.93
TanaRiver,2015,3,25.09
TanaRiver,2015,4,33.74
TanaRiver,2015,5,49.65
TanaRiver,2015,6,54.93
TanaRiver,2015,7,54.21
TanaRiver,2015,8,43.92
TanaRiver,2015,9,41.27
TanaRiver,2015,10,33.89
TanaRiver,2015,11,30.59
TanaRiver,2015,12,39.52
TanaRiver,2016,1,54.59
TanaRiver,2016,2,50.88
TanaRiver,2016,3,39.9
TanaRiver,2016,4,30.9
TanaRiver,2016,5,28.39
TanaRiver,2016,6,28.21
TanaRiver,2016,7,26.84
TanaRiver,2016,8,33.23
TanaRiver,2016,9,35.36
TanaRiver,2016,10,32.83
TanaRiver,2016,11,18.19
TanaRiver,2016,12,13.92
TanaRiver,2017,1,16.65
TanaRiver,2017,2,17.22
TanaRiver,2017,3,14.61
TanaRiver,2017,4,11.68
TanaRiver,2017,5,15.17
TanaRiver,2017,6,18.62
TanaRiver,2017,7,24.31
TanaRiver,2017,8,24.1
TanaRiver,2017,9,23.87
TanaRiver,2017,10,26.05
TanaRiver,2017,11,21.14
TanaRiver,2017,12,20.02
TanaRiver,2018,1,12.97
TanaRiver,2018,2,5.33
TanaRiver,2018,3,13.71
Makueni,2001,1,
Makueni,2001,2,
Makueni,2001,3,72.67
Makueni,2001,4,64.36
Makueni,2001,5,60.17
Makueni,2001,6,63.81
Makueni,2001,7,52.87
Makueni,2001,8,58.34
Makueni,2001,9,58.34
Makueni,2001,10,55.42
Makueni,2001,11,45.22
Makueni,2001,12,59.28
Makueni,2002,1,67.66
Makueni,2002,2,72.24
Makueni,2002,3,67.29
Makueni,2002,4,64.22
Makueni,2002,5,73.69
Makueni,2002,6,66.6
Makueni,2002,7,54.42
Makueni,2002,8,59.34
Makueni,2002,9,67.78
Makueni,2002,10,68.58
Makueni,2002,11,57.43
Makueni,2002,12,64.85
Makueni,2003,1,75.95
Makueni,2003,2,71.83
Makueni,2003,3,52.92
Makueni,2003,4,43.04
Makueni,2003,5,46.11
Makueni,2003,6,73.84
Makueni,2003,7,81.36
Makueni,2003,8,73.56
Makueni,2003,9,66.58
Makueni,2003,10,62.3
Makueni,2003,11,49.65
Makueni,2003,12,53.76
Makueni,2004,1,56.88
Makueni,2004,2,65.04
Makueni,2004,3,72.46
Makueni,2004,4,60.29
Makueni,2004,5,59.2
Makueni,2004,6,53.87
Makueni,2004,7,47.06
Makueni,2004,8,48.56
Makueni,2004,9,51.26
Makueni,2004,10,52.75
Makueni,2004,11,33.23
Makueni,2004,12,31.92
Makueni,2005,1,52.08
Makueni,2005,2,45.7
Makueni,2005,3,34.7
Makueni,2005,4,28.77
Makueni,2005,5,41.47
Makueni,2005,6,43.46
Makueni,2005,7,36.8
Makueni,2005,8,37.32
Makueni,2005,9,36.27
Makueni,2005,10,33.61
Makueni,2005,11,23.19
Makueni,2005,12,26.81
Makueni,2006,1,21.54
Makueni,2006,2,14
Makueni,2006,3,11.39
Makueni,2006,4,29.1
Makueni,2006,5,54.22
Makueni,2006,6,59.9
Makueni,2006,7,52.79
Makueni,2006,8,55.38
Makueni,2006,9,53.22
Makueni,2006,10,52.04
Makueni,2006,11,44.08
Makueni,2006,12,60.53
Makueni,2007,1,83.81
Makueni,2007,2,87.56
Makueni,2007,3,80.55
Makueni,2007,4,68.92
Makueni,2007,5,62.88
Makueni,2007,6,55.64
Makueni,2007,7,49.69
Makueni,2007,8,58.18
Makueni,2007,9,63.84
Makueni,2007,10,72.21
Makueni,2007,11,50.91
Makueni,2007,12,48
Makueni,2008,1,57.94
Makueni,2008,2,66.19
Makueni,2008,3,56.32
Makueni,2008,4,56.92
Makueni,2008,5,62.34
Makueni,2008,6,50.99
Makueni,2008,7,40.97
Makueni,2008,8,37.02
Makueni,2008,9,43.36
Makueni,2008,10,48.05
Makueni,2008,11,35.74
Makueni,2008,12,36.45
Makueni,2009,1,27
Makueni,2009,2,23.69
Makueni,2009,3,22.72
Makueni,2009,4,15.41
Makueni,2009,5,8.59
Makueni,2009,6,9.34
Makueni,2009,7,10.58
Makueni,2009,8,9.98
Makueni,2009,9,9.42
Makueni,2009,10,8.2
Makueni,2009,11,26.05
Makueni,2009,12,43.52
Makueni,2010,1,53.46
Makueni,2010,2,55.75
Makueni,2010,3,59.35
Makueni,2010,4,74.74
Makueni,2010,5,87.18
Makueni,2010,6,70.33
Makueni,2010,7,58.69
Makueni,2010,8,55.59
Makueni,2010,9,61.84
Makueni,2010,10,62.97
Makueni,2010,11,52.11
Makueni,2010,12,58.91
Makueni,2011,1,57.46
Makueni,2011,2,39.84
Makueni,2011,3,43.57
Makueni,2011,4,49.45
Makueni,2011,5,48.8
Makueni,2011,6,36.8
Makueni,2011,7,26
Makueni,2011,8,26.02
Makueni,2011,9,32.18
Makueni,2011,10,37.62
Makueni,2011,11,45.09
Makueni,2011,12,64.82
Makueni,2012,1,61.81
Makueni,2012,2,41.93
Makueni,2012,3,26.8
Makueni,2012,4,20.79
Makueni,2012,5,40.66
Makueni,2012,6,55.28
Makueni,2012,7,52.84
Makueni,2012,8,52.87
Makueni,2012,9,54.47
Makueni,2012,10,48.95
Makueni,2012,11,37.77
Makueni,2012,12,38.98
Makueni,2013,1,53.48
Makueni,2013,2,54.4
Makueni,2013,3,44.06
Makueni,2013,4,40.11
Makueni,2013,5,60.05
Makueni,2013,6,66.12
Makueni,2013,7,56.13
Makueni,2013,8,55.98
Makueni,2013,9,58.7
Makueni,2013,10,56.84
Makueni,2013,11,40.23
Makueni,2013,12,39.87
Makueni,2014,1,60.31
Makueni,2014,2,56.45
Makueni,2014,3,62.91
Makueni,2014,4,69.61
Makueni,2014,5,70.04
Makueni,2014,6,55.45
Makueni,2014,7,47.75
Makueni,2014,8,46.41
Makueni,2014,9,48.78
Makueni,2014,10,50.37
Makueni,2014,11,37.59
Makueni,2014,12,41.78
Makueni,2015,1,51.23
Makueni,2015,2,39.38
Makueni,2015,3,25.14
Makueni,2015,4,23.32
Makueni,2015,5,39.5
Makueni,2015,6,51.94
Makueni,2015,7,49.8
Makueni,2015,8,42.65
Makueni,2015,9,38.02
Makueni,2015,10,30.27
Makueni,2015,11,22.41
Makueni,2015,12,35.48
Makueni,2016,1,55.68
Makueni,2016,2,62.73
Makueni,2016,3,57.05
Makueni,2016,4,47.32
Makueni,2016,5,47.13
Makueni,2016,6,47.84
Makueni,2016,7,35.34
Makueni,2016,8,39.73
Makueni,2016,9,39.84
Makueni,2016,10,37.38
Makueni,2016,11,25.93
Makueni,2016,12,37.68
Makueni,2017,1,50.94
Makueni,2017,2,38.06
Makueni,2017,3,26.44
Makueni,2017,4,18.9
Makueni,2017,5,33.52
Makueni,2017,6,50.53
Makueni,2017,7,54.62
Makueni,2017,8,53.39
Makueni,2017,9,52.54
Makueni,2017,10,35.49
Makueni,2017,11,30.28
Makueni,2017,12,40.56
Makueni,2018,1,44.29
Makueni,2018,2,33.9
Makueni,2018,3,28.88
TaitaTaveta,2001,1,
TaitaTaveta,2001,2,
TaitaTaveta,2001,3,60.26
TaitaTaveta,2001,4,45.83
TaitaTaveta,2001,5,43.23
TaitaTaveta,2001,6,41.62
TaitaTaveta,2001,7,41.97
TaitaTaveta,2001,8,45.38
TaitaTaveta,2001,9,45.98
TaitaTaveta,2001,10,38
TaitaTaveta,2001,11,28.85
TaitaTaveta,2001,12,33.73
TaitaTaveta,2002,1,39.48
TaitaTaveta,2002,2,46.86
TaitaTaveta,2002,3,48.93
TaitaTaveta,2002,4,54.28
TaitaTaveta,2002,5,50.85
TaitaTaveta,2002,6,35.57
TaitaTaveta,2002,7,32.21
TaitaTaveta,2002,8,35.87
TaitaTaveta,2002,9,44.53
TaitaTaveta,2002,10,69.57
TaitaTaveta,2002,11,73.68
TaitaTaveta,2002,12,75.63
TaitaTaveta,2003,1,78.87
TaitaTaveta,2003,2,64.18
TaitaTaveta,2003,3,43.46
TaitaTaveta,2003,4,37.25
TaitaTaveta,2003,5,34.11
TaitaTaveta,2003,6,51.74
TaitaTaveta,2003,7,60.53
TaitaTaveta,2003,8,60.97
TaitaTaveta,2003,9,53.13
TaitaTaveta,2003,10,43.94
TaitaTaveta,2003,11,30.54
TaitaTaveta,2003,12,20.7
TaitaTaveta,2004,1,16.74
TaitaTaveta,2004,2,31.78
TaitaTaveta,2004,3,56.64
TaitaTaveta,2004,4,56.13
TaitaTaveta,2004,5,61.14
TaitaTaveta,2004,6,57.77
TaitaTaveta,2004,7,51.77
TaitaTaveta,2004,8,56.04
TaitaTaveta,2004,9,57.58
TaitaTaveta,2004,10,49.89
TaitaTaveta,2004,11,39.43
TaitaTaveta,2004,12,45.41
TaitaTaveta,2005,1,55.36
TaitaTaveta,2005,2,54.32
TaitaTaveta,2005,3,44.92
TaitaTaveta,2005,4,45.32
TaitaTaveta,2005,5,49.54
TaitaTaveta,2005,6,42.62
TaitaTaveta,2005,7,30.99
TaitaTaveta,2005,8,34.59
TaitaTaveta,2005,9,40.34
TaitaTaveta,2005,10,37.67
TaitaTaveta,2005,11,31.84
TaitaTaveta,2005,12,29.21
TaitaTaveta,2006,1,21.5
TaitaTaveta,2006,2,15.34
TaitaTaveta,2006,3,12.02
TaitaTaveta,2006,4,37.38
TaitaTaveta,2006,5,59.11
TaitaTaveta,2006,6,61.64
TaitaTaveta,2006,7,49.27
TaitaTaveta,2006,8,48.33
TaitaTaveta,2006,9,50.67
TaitaTaveta,2006,10,47.39
TaitaTaveta,2006,11,62.26
TaitaTaveta,2006,12,78.76
TaitaTaveta,2007,1,90.21
TaitaTaveta,2007,2,89.93
TaitaTaveta,2007,3,80.73
TaitaTaveta,2007,4,67.28
TaitaTaveta,2007,5,49.15
TaitaTaveta,2007,6,53.24
TaitaTaveta,2007,7,57.33
TaitaTaveta,2007,8,62.88
TaitaTaveta,2007,9,65.94
TaitaTaveta,2007,10,63.9
TaitaTaveta,2007,11,48.17
TaitaTaveta,2007,12,41.03
TaitaTaveta,2008,1,44.16
TaitaTaveta,2008,2,41.91
TaitaTaveta,2008,3,39.05
TaitaTaveta,2008,4,51.86
TaitaTaveta,2008,5,64.42
TaitaTaveta,2008,6,52.39
TaitaTaveta,2008,7,44.55
TaitaTaveta,2008,8,41.84
TaitaTaveta,2008,9,47.81
TaitaTaveta,2008,10,45.19
TaitaTaveta,2008,11,29.94
TaitaTaveta,2008,12,34.61
TaitaTaveta,2009,1,32.43
TaitaTaveta,2009,2,23.71
TaitaTaveta,2009,3,18.71
TaitaTaveta,2009,4,14.01
TaitaTaveta,2009,5,12.67
TaitaTaveta,2009,6,10.78
TaitaTaveta,2009,7,12.28
TaitaTaveta,2009,8,12.08
TaitaTaveta,2009,9,11.04
TaitaTaveta,2009,10,9.8
TaitaTaveta,2009,11,18.06
TaitaTaveta,2009,12,28.75
TaitaTaveta,2010,1,45.83
TaitaTaveta,2010,2,58.46
TaitaTaveta,2010,3,52.07
TaitaTaveta,2010,4,54.23
TaitaTaveta,2010,5,60.8
TaitaTaveta,2010,6,50.62
TaitaTaveta,2010,7,41.33
TaitaTaveta,2010,8,42.83
TaitaTaveta,2010,9,49.34
TaitaTaveta,2010,10,48.65
TaitaTaveta,2010,11,29.55
TaitaTaveta,2010,12,30.69
TaitaTaveta,2011,1,34.61
TaitaTaveta,2011,2,24.18
TaitaTaveta,2011,3,29.58
TaitaTaveta,2011,4,34.46
TaitaTaveta,2011,5,40.24
TaitaTaveta,2011,6,40.22
TaitaTaveta,2011,7,34.05
TaitaTaveta,2011,8,31.54
TaitaTaveta,2011,9,36.64
TaitaTaveta,2011,10,37.44
TaitaTaveta,2011,11,40.31
TaitaTaveta,2011,12,54.23
TaitaTaveta,2012,1,51.49
TaitaTaveta,2012,2,35.09
TaitaTaveta,2012,3,25.27
TaitaTaveta,2012,4,24.21
TaitaTaveta,2012,5,27.9
TaitaTaveta,2012,6,28.31
TaitaTaveta,2012,7,24.49
TaitaTaveta,2012,8,28.02
TaitaTaveta,2012,9,33
TaitaTaveta,2012,10,28.62
TaitaTaveta,2012,11,21.64
TaitaTaveta,2012,12,32.93
TaitaTaveta,2013,1,46.2
TaitaTaveta,2013,2,42.36
TaitaTaveta,2013,3,29.35
TaitaTaveta,2013,4,35.84
TaitaTaveta,2013,5,44.34
TaitaTaveta,2013,6,43.34
TaitaTaveta,2013,7,33.33
TaitaTaveta,2013,8,32.45
TaitaTaveta,2013,9,36.35
TaitaTaveta,2013,10,33.53
TaitaTaveta,2013,11,24.62
TaitaTaveta,2013,12,24.53
TaitaTaveta,2014,1,43.98
TaitaTaveta,2014,2,43.13
TaitaTaveta,2014,3,59.99
TaitaTaveta,2014,4,65
TaitaTaveta,2014,5,60.12
TaitaTaveta,2014,6,45.3
TaitaTaveta,2014,7,40.16
TaitaTaveta,2014,8,38.98
TaitaTaveta,2014,9,46.59
TaitaTaveta,2014,10,46.11
TaitaTaveta,2014,11,35.89
TaitaTaveta,2014,12,38.2
TaitaTaveta,2015,1,46.83
TaitaTaveta,2015,2,37.43
TaitaTaveta,2015,3,24.01
TaitaTaveta,2015,4,24.88
TaitaTaveta,2015,5,39.42
TaitaTaveta,2015,6,56.49
TaitaTaveta,2015,7,55.53
TaitaTaveta,2015,8,47.52
TaitaTaveta,2015,9,45.87
TaitaTaveta,2015,10,36.59
TaitaTaveta,2015,11,31.83
TaitaTaveta,2015,12,44.26
TaitaTaveta,2016,1,55.83
TaitaTaveta,2016,2,47.69
TaitaTaveta,2016,3,38.42
TaitaTaveta,2016,4,39.75
TaitaTaveta,2016,5,45.45
TaitaTaveta,2016,6,43.72
TaitaTaveta,2016,7,28.41
TaitaTaveta,2016,8,37.58
TaitaTaveta,2016,9,41.49
TaitaTaveta,2016,10,35.88
TaitaTaveta,2016,11,20.92
TaitaTaveta,2016,12,17.92
TaitaTaveta,2017,1,27.35
TaitaTaveta,2017,2,23.55
TaitaTaveta,2017,3,15.69
TaitaTaveta,2017,4,13.16
TaitaTaveta,2017,5,16.88
TaitaTaveta,2017,6,31.08
TaitaTaveta,2017,7,39.64
TaitaTaveta,2017,8,41.58
TaitaTaveta,2017,9,41.27
TaitaTaveta,2017,10,32.26
TaitaTaveta,2017,11,29.13
TaitaTaveta,2017,12,36.27
TaitaTaveta,2018,1,33.78
TaitaTaveta,2018,2,23.06
TaitaTaveta,2018,3,22.02
WEST POKOT,2001,1,
WEST POKOT,2001,2,
WEST POKOT,2001,3,32.9
WEST POKOT,2001,4,40.46
WEST POKOT,2001,5,48.71
WEST POKOT,2001,6,57.57
WEST POKOT,2001,7,52.81
WEST POKOT,2001,8,54.82
WEST POKOT,2001,9,62.85
WEST POKOT,2001,10,57
WEST POKOT,2001,11,53.45
WEST POKOT,2001,12,52.87
WEST POKOT,2002,1,42.13
WEST POKOT,2002,2,29.05
WEST POKOT,2002,3,31.1
WEST POKOT,2002,4,40.91
WEST POKOT,2002,5,38.69
WEST POKOT,2002,6,42.51
WEST POKOT,2002,7,44.34
WEST POKOT,2002,8,35.36
WEST POKOT,2002,9,25.22
WEST POKOT,2002,10,23.22
WEST POKOT,2002,11,27.29
WEST POKOT,2002,12,28
WEST POKOT,2003,1,38.01
WEST POKOT,2003,2,41.24
WEST POKOT,2003,3,30.49
WEST POKOT,2003,4,22.76
WEST POKOT,2003,5,33.52
WEST POKOT,2003,6,60.23
WEST POKOT,2003,7,68.77
WEST POKOT,2003,8,63.11
WEST POKOT,2003,9,61.75
WEST POKOT,2003,10,54.87
WEST POKOT,2003,11,37.03
WEST POKOT,2003,12,24.21
WEST POKOT,2004,1,26.86
WEST POKOT,2004,2,32.25
WEST POKOT,2004,3,30.82
WEST POKOT,2004,4,24.66
WEST POKOT,2004,5,53.27
WEST POKOT,2004,6,55.96
WEST POKOT,2004,7,43.32
WEST POKOT,2004,8,33.21
WEST POKOT,2004,9,38.64
WEST POKOT,2004,10,39.34
WEST POKOT,2004,11,30.7
WEST POKOT,2004,12,50.84
WEST POKOT,2005,1,55.07
WEST POKOT,2005,2,42.74
WEST POKOT,2005,3,29.24
WEST POKOT,2005,4,29.04
WEST POKOT,2005,5,37.21
WEST POKOT,2005,6,51.1
WEST POKOT,2005,7,57.15
WEST POKOT,2005,8,58
WEST POKOT,2005,9,52.86
WEST POKOT,2005,10,57.47
WEST POKOT,2005,11,51.98
WEST POKOT,2005,12,36.19
WEST POKOT,2006,1,15.77
WEST POKOT,2006,2,12.02
WEST POKOT,2006,3,16.29
WEST POKOT,2006,4,36.09
WEST POKOT,2006,5,57.87
WEST POKOT,2006,6,43.71
WEST POKOT,2006,7,28.58
WEST POKOT,2006,8,36.76
WEST POKOT,2006,9,49.38
WEST POKOT,2006,10,42.29
WEST POKOT,2006,11,40.04
WEST POKOT,2006,12,54.24
WEST POKOT,2007,1,79.98
WEST POKOT,2007,2,83.26
WEST POKOT,2007,3,74.25
WEST POKOT,2007,4,53.95
WEST POKOT,2007,5,53.02
WEST POKOT,2007,6,53
WEST POKOT,2007,7,68.09
WEST POKOT,2007,8,78.72
WEST POKOT,2007,9,79.91
WEST POKOT,2007,10,84.22
WEST POKOT,2007,11,77.18
WEST POKOT,2007,12,52.25
WEST POKOT,2008,1,35.01
WEST POKOT,2008,2,29.44
WEST POKOT,2008,3,24.11
WEST POKOT,2008,4,38
WEST POKOT,2008,5,48.94
WEST POKOT,2008,6,41.76
WEST POKOT,2008,7,38.2
WEST POKOT,2008,8,50.3
WEST POKOT,2008,9,55.7
WEST POKOT,2008,10,57.34
WEST POKOT,2008,11,68.09
WEST POKOT,2008,12,70.14
WEST POKOT,2009,1,52.89
WEST POKOT,2009,2,37.98
WEST POKOT,2009,3,28.99
WEST POKOT,2009,4,23.45
WEST POKOT,2009,5,29.43
WEST POKOT,2009,6,40.76
WEST POKOT,2009,7,35.05
WEST POKOT,2009,8,20.65
WEST POKOT,2009,9,13.66
WEST POKOT,2009,10,12.23
WEST POKOT,2009,11,21.74
WEST POKOT,2009,12,26.07
WEST POKOT,2010,1,38.6
WEST POKOT,2010,2,60.64
WEST POKOT,2010,3,82.1
WEST POKOT,2010,4,85.56
WEST POKOT,2010,5,77.07
WEST POKOT,2010,6,65.28
WEST POKOT,2010,7,54.69
WEST POKOT,2010,8,50.67
WEST POKOT,2010,9,54.4
WEST POKOT,2010,10,58.44
WEST POKOT,2010,11,52.96
WEST POKOT,2010,12,35.56
WEST POKOT,2011,1,23.21
WEST POKOT,2011,2,19.34
WEST POKOT,2011,3,15.83
WEST POKOT,2011,4,31.39
WEST POKOT,2011,5,43.44
WEST POKOT,2011,6,43.73
WEST POKOT,2011,7,45.14
WEST POKOT,2011,8,56.99
WEST POKOT,2011,9,66.54
WEST POKOT,2011,10,70.63
WEST POKOT,2011,11,73.36
WEST POKOT,2011,12,80.43
WEST POKOT,2012,1,80.96
WEST POKOT,2012,2,63.22
WEST POKOT,2012,3,44.86
WEST POKOT,2012,4,28.13
WEST POKOT,2012,5,42.73
WEST POKOT,2012,6,64.77
WEST POKOT,2012,7,74.42
WEST POKOT,2012,8,78.07
WEST POKOT,2012,9,81.61
WEST POKOT,2012,10,78.13
WEST POKOT,2012,11,77.38
WEST POKOT,2012,12,74.25
WEST POKOT,2013,1,69.93
WEST POKOT,2013,2,63.28
WEST POKOT,2013,3,55.23
WEST POKOT,2013,4,66.64
WEST POKOT,2013,5,87.69
WEST POKOT,2013,6,83
WEST POKOT,2013,7,66.75
WEST POKOT,2013,8,67.3
WEST POKOT,2013,9,69.85
WEST POKOT,2013,10,67.04
WEST POKOT,2013,11,65.29
WEST POKOT,2013,12,68.65
WEST POKOT,2014,1,71.07
WEST POKOT,2014,2,54.42
